i,j,t,demand
110,3,9,1418
110,3,10,1418
110,3,11,1418
110,3,12,1418
111,1,1,9113
111,1,2,9113
111,1,3,9113
111,1,4,9113
111,1,5,9113
111,1,6,9113
111,1,7,9113
111,1,8,9113
111,1,9,9113
111,1,10,9113
111,1,11,9113
111,1,12,9113
111,2,1,9721
111,2,2,9721
111,2,3,9721
111,2,4,9721
111,2,5,9721
111,2,6,9721
111,2,7,9721
111,2,8,9721
111,2,9,9721
111,2,10,9721
111,2,11,9721
111,2,12,9721
111,3,1,1418
111,3,2,1418
111,3,3,1418
111,3,4,1418
111,3,5,1418
111,3,6,1418
111,3,7,1418
111,3,8,1418
111,3,9,1418
111,3,10,1418
111,3,11,1418
111,3,12,1418
112,1,1,9113
112,1,2,9113
112,1,3,9113
112,1,4,9113
112,1,5,9113
112,1,6,9113
112,1,7,9113
112,1,8,9113
112,1,9,9113
112,1,10,9113
112,1,11,9113
112,1,12,9113
112,2,1,9721
112,2,2,9721
112,2,3,9721
112,2,4,9721
112,2,5,9721
112,2,6,9721
112,2,7,9721
112,2,8,9721
112,2,9,9721
112,2,10,9721
112,2,11,9721
112,2,12,9721
112,3,1,1418
112,3,2,1418
112,3,3,1418
112,3,4,1418
112,3,5,1418
112,3,6,1418
112,3,7,1418
112,3,8,1418
112,3,9,1418
112,3,10,1418
112,3,11,1418
112,3,12,1418
113,1,1,9113
113,1,2,9113
113,1,3,9113
113,1,4,9113
113,1,5,9113
113,1,6,9113
113,1,7,9113
113,1,8,9113
113,1,9,9113
113,1,10,9113
113,1,11,9113
113,1,12,9113
113,2,1,9721
113,2,2,9721
113,2,3,9721
113,2,4,9721
113,2,5,9721
113,2,6,9721
113,2,7,9721
113,2,8,9721
113,2,9,9721
113,2,10,9721
113,2,11,9721
113,2,12,9721
113,3,1,1418
113,3,2,1418
113,3,3,1418
113,3,4,1418
113,3,5,1418
113,3,6,1418
113,3,7,1418
113,3,8,1418
113,3,9,1418
113,3,10,1418
113,3,11,1418
113,3,12,1418
114,1,1,9113
114,1,2,9113
114,1,3,9113
114,1,4,9113
114,1,5,9113
114,1,6,9113
114,1,7,9113
114,1,8,9113
114,1,9,9113
114,1,10,9113
114,1,11,9113
114,1,12,9113
114,2,1,9721
114,2,2,9721
114,2,3,9721
114,2,4,9721
114,2,5,9721
114,2,6,9721
114,2,7,9721
114,2,8,9721
114,2,9,9721
114,2,10,9721
114,2,11,9721
114,2,12,9721
114,3,1,1418
114,3,2,1418
114,3,3,1418
114,3,4,1418
114,3,5,1418
114,3,6,1418
114,3,7,1418
114,3,8,1418
114,3,9,1418
114,3,10,1418
114,3,11,1418
114,3,12,1418
115,1,1,9113
115,1,2,9113
115,1,3,9113
115,1,4,9113
115,1,5,9113
115,1,6,9113
115,1,7,9113
115,1,8,9113
115,1,9,9113
115,1,10,9113
115,1,11,9113
115,1,12,9113
115,2,1,9721
115,2,2,9721
115,2,3,9721
115,2,4,9721
115,2,5,9721
115,2,6,9721
115,2,7,9721
115,2,8,9721
115,2,9,9721
115,2,10,9721
115,2,11,9721
115,2,12,9721
115,3,1,1418
115,3,2,1418
115,3,3,1418
115,3,4,1418
115,3,5,1418
115,3,6,1418
115,3,7,1418
115,3,8,1418
115,3,9,1418
115,3,10,1418
115,3,11,1418
115,3,12,1418
116,1,1,9113
116,1,2,9113
116,1,3,9113
116,1,4,9113
116,1,5,9113
116,1,6,9113
116,1,7,9113
116,1,8,9113
116,1,9,9113
116,1,10,9113
116,1,11,9113
116,1,12,9113
116,2,1,9721
116,2,2,9721
116,2,3,9721
116,2,4,9721
116,2,5,9721
116,2,6,9721
116,2,7,9721
116,2,8,9721
116,2,9,9721
116,2,10,9721
116,2,11,9721
116,2,12,9721
116,3,1,1418
116,3,2,1418
116,3,3,1418
116,3,4,1418
116,3,5,1418
116,3,6,1418
116,3,7,1418
116,3,8,1418
116,3,9,1418
116,3,10,1418
116,3,11,1418
116,3,12,1418
117,1,1,9113
117,1,2,9113
117,1,3,9113
117,1,4,9113
117,1,5,9113
117,1,6,9113
117,1,7,9113
117,1,8,9113
117,1,9,9113
117,1,10,9113
117,1,11,9113
117,1,12,9113
117,2,1,9721
117,2,2,9721
117,2,3,9721
117,2,4,9721
117,2,5,9721
117,2,6,9721
117,2,7,9721
117,2,8,9721
117,2,9,9721
117,2,10,9721
117,2,11,9721
117,2,12,9721
117,3,1,1418
117,3,2,1418
117,3,3,1418
117,3,4,1418
117,3,5,1418
117,3,6,1418
117,3,7,1418
117,3,8,1418
117,3,9,1418
117,3,10,1418
117,3,11,1418
117,3,12,1418
118,1,1,9113
118,1,2,9113
118,1,3,9113
118,1,4,9113
118,1,5,9113
118,1,6,9113
118,1,7,9113
118,1,8,9113
118,1,9,9113
118,1,10,9113
118,1,11,9113
118,1,12,9113
118,2,1,9721
118,2,2,9721
118,2,3,9721
118,2,4,9721
118,2,5,9721
118,2,6,9721
118,2,7,9721
118,2,8,9721
118,2,9,9721
118,2,10,9721
118,2,11,9721
118,2,12,9721
118,3,1,1418
118,3,2,1418
118,3,3,1418
118,3,4,1418
118,3,5,1418
118,3,6,1418
118,3,7,1418
118,3,8,1418
118,3,9,1418
118,3,10,1418
118,3,11,1418
118,3,12,1418
119,1,1,9113
119,1,2,9113
119,1,3,9113
119,1,4,9113
119,1,5,9113
119,1,6,9113
119,1,7,9113
119,1,8,9113
119,1,9,9113
119,1,10,9113
119,1,11,9113
119,1,12,9113
119,2,1,9721
119,2,2,9721
119,2,3,9721
119,2,4,9721
119,2,5,9721
119,2,6,9721
119,2,7,9721
119,2,8,9721
119,2,9,9721
119,2,10,9721
119,2,11,9721
119,2,12,9721
119,3,1,1418
119,3,2,1418
119,3,3,1418
119,3,4,1418
119,3,5,1418
119,3,6,1418
119,3,7,1418
119,3,8,1418
119,3,9,1418
119,3,10,1418
119,3,11,1418
119,3,12,1418
120,1,1,9113
120,1,2,9113
120,1,3,9113
120,1,4,9113
120,1,5,9113
120,1,6,9113
120,1,7,9113
120,1,8,9113
120,1,9,9113
120,1,10,9113
120,1,11,9113
120,1,12,9113
120,2,1,9721
120,2,2,9721
120,2,3,9721
120,2,4,9721
120,2,5,9721
120,2,6,9721
120,2,7,9721
120,2,8,9721
120,2,9,9721
120,2,10,9721
120,2,11,9721
120,2,12,9721
120,3,1,1418
120,3,2,1418
120,3,3,1418
120,3,4,1418
120,3,5,1418
120,3,6,1418
120,3,7,1418
120,3,8,1418
120,3,9,1418
120,3,10,1418
120,3,11,1418
120,3,12,1418
121,1,1,9113
121,1,2,9113
121,1,3,9113
121,1,4,9113
121,1,5,9113
121,1,6,9113
121,1,7,9113
121,1,8,9113
121,1,9,9113
121,1,10,9113
121,1,11,9113
121,1,12,9113
121,2,1,9721
121,2,2,9721
121,2,3,9721
121,2,4,9721
121,2,5,9721
121,2,6,9721
121,2,7,9721
121,2,8,9721
121,2,9,9721
121,2,10,9721
121,2,11,9721
121,2,12,9721
121,3,1,1418
121,3,2,1418
121,3,3,1418
121,3,4,1418
121,3,5,1418
121,3,6,1418
121,3,7,1418
121,3,8,1418
121,3,9,1418
121,3,10,1418
121,3,11,1418
121,3,12,1418
122,1,1,9113
122,1,2,9113
122,1,3,9113
122,1,4,9113
122,1,5,9113
122,1,6,9113
122,1,7,9113
122,1,8,9113
122,1,9,9113
122,1,10,9113
122,1,11,9113
122,1,12,9113
122,2,1,9721
122,2,2,9721
122,2,3,9721
122,2,4,9721
122,2,5,9721
122,2,6,9721
122,2,7,9721
122,2,8,9721
122,2,9,9721
122,2,10,9721
122,2,11,9721
122,2,12,9721
122,3,1,1418
122,3,2,1418
122,3,3,1418
122,3,4,1418
122,3,5,1418
122,3,6,1418
122,3,7,1418
122,3,8,1418
122,3,9,1418
122,3,10,1418
122,3,11,1418
122,3,12,1418
123,1,1,9113
123,1,2,9113
123,1,3,9113
123,1,4,9113
123,1,5,9113
123,1,6,9113
123,1,7,9113
123,1,8,9113
123,1,9,9113
123,1,10,9113
123,1,11,9113
123,1,12,9113
123,2,1,9721
123,2,2,9721
123,2,3,9721
123,2,4,9721
123,2,5,9721
123,2,6,9721
123,2,7,9721
123,2,8,9721
123,2,9,9721
123,2,10,9721
123,2,11,9721
123,2,12,9721
123,3,1,1418
123,3,2,1418
123,3,3,1418
123,3,4,1418
123,3,5,1418
123,3,6,1418
123,3,7,1418
123,3,8,1418
123,3,9,1418
123,3,10,1418
123,3,11,1418
123,3,12,1418
124,1,1,8431
124,1,2,8431
124,1,3,8431
124,1,4,8431
124,1,5,8431
124,1,6,8431
124,1,7,8431
124,1,8,8431
124,1,9,8431
124,1,10,8431
124,1,11,8431
124,1,12,8431
124,2,1,8993
124,2,2,8993
124,2,3,8993
124,2,4,8993
124,2,5,8993
124,2,6,8993
124,2,7,8993
124,2,8,8993
124,2,9,8993
124,2,10,8993
124,2,11,8993
124,2,12,8993
124,3,1,1312
124,3,2,1312
124,3,3,1312
124,3,4,1312
124,3,5,1312
124,3,6,1312
124,3,7,1312
124,3,8,1312
124,3,9,1312
124,3,10,1312
124,3,11,1312
124,3,12,1312
125,1,1,8431
125,1,2,8431
125,1,3,8431
125,1,4,8431
125,1,5,8431
125,1,6,8431
125,1,7,8431
125,1,8,8431
125,1,9,8431
125,1,10,8431
125,1,11,8431
125,1,12,8431
125,2,1,8993
125,2,2,8993
125,2,3,8993
125,2,4,8993
125,2,5,8993
125,2,6,8993
125,2,7,8993
125,2,8,8993
125,2,9,8993
125,2,10,8993
125,2,11,8993
125,2,12,8993
125,3,1,1312
125,3,2,1312
125,3,3,1312
125,3,4,1312
125,3,5,1312
125,3,6,1312
125,3,7,1312
125,3,8,1312
125,3,9,1312
125,3,10,1312
125,3,11,1312
125,3,12,1312
126,1,1,8431
126,1,2,8431
126,1,3,8431
126,1,4,8431
126,1,5,8431
126,1,6,8431
126,1,7,8431
126,1,8,8431
126,1,9,8431
126,1,10,8431
126,1,11,8431
126,1,12,8431
126,2,1,8993
126,2,2,8993
126,2,3,8993
126,2,4,8993
126,2,5,8993
126,2,6,8993
126,2,7,8993
126,2,8,8993
126,2,9,8993
126,2,10,8993
126,2,11,8993
126,2,12,8993
126,3,1,1312
126,3,2,1312
126,3,3,1312
126,3,4,1312
126,3,5,1312
126,3,6,1312
126,3,7,1312
126,3,8,1312
126,3,9,1312
126,3,10,1312
126,3,11,1312
126,3,12,1312
127,1,1,8431
127,1,2,8431
127,1,3,8431
127,1,4,8431
127,1,5,8431
127,1,6,8431
127,1,7,8431
127,1,8,8431
127,1,9,8431
127,1,10,8431
127,1,11,8431
127,1,12,8431
127,2,1,8993
127,2,2,8993
127,2,3,8993
127,2,4,8993
127,2,5,8993
127,2,6,8993
127,2,7,8993
127,2,8,8993
127,2,9,8993
127,2,10,8993
127,2,11,8993
127,2,12,8993
127,3,1,1312
127,3,2,1312
127,3,3,1312
127,3,4,1312
127,3,5,1312
127,3,6,1312
127,3,7,1312
127,3,8,1312
127,3,9,1312
127,3,10,1312
127,3,11,1312
127,3,12,1312
128,1,1,8431
128,1,2,8431
128,1,3,8431
128,1,4,8431
128,1,5,8431
128,1,6,8431
128,1,7,8431
128,1,8,8431
128,1,9,8431
128,1,10,8431
128,1,11,8431
128,1,12,8431
128,2,1,8993
128,2,2,8993
128,2,3,8993
128,2,4,8993
128,2,5,8993
128,2,6,8993
128,2,7,8993
128,2,8,8993
128,2,9,8993
128,2,10,8993
128,2,11,8993
128,2,12,8993
128,3,1,1312
128,3,2,1312
128,3,3,1312
128,3,4,1312
128,3,5,1312
128,3,6,1312
128,3,7,1312
128,3,8,1312
128,3,9,1312
128,3,10,1312
128,3,11,1312
128,3,12,1312
129,1,1,8431
129,1,2,8431
129,1,3,8431
129,1,4,8431
129,1,5,8431
129,1,6,8431
129,1,7,8431
129,1,8,8431
129,1,9,8431
129,1,10,8431
129,1,11,8431
129,1,12,8431
129,2,1,8993
129,2,2,8993
129,2,3,8993
129,2,4,8993
129,2,5,8993
129,2,6,8993
129,2,7,8993
129,2,8,8993
129,2,9,8993
129,2,10,8993
129,2,11,8993
129,2,12,8993
129,3,1,1312
129,3,2,1312
129,3,3,1312
129,3,4,1312
129,3,5,1312
129,3,6,1312
129,3,7,1312
129,3,8,1312
129,3,9,1312
129,3,10,1312
129,3,11,1312
129,3,12,1312
130,1,1,8431
130,1,2,8431
130,1,3,8431
130,1,4,8431
130,1,5,8431
130,1,6,8431
130,1,7,8431
130,1,8,8431
130,1,9,8431
130,1,10,8431
130,1,11,8431
130,1,12,8431
130,2,1,8993
130,2,2,8993
130,2,3,8993
130,2,4,8993
130,2,5,8993
130,2,6,8993
130,2,7,8993
130,2,8,8993
130,2,9,8993
130,2,10,8993
130,2,11,8993
130,2,12,8993
130,3,1,1312
130,3,2,1312
130,3,3,1312
130,3,4,1312
130,3,5,1312
130,3,6,1312
130,3,7,1312
130,3,8,1312
130,3,9,1312
130,3,10,1312
130,3,11,1312
130,3,12,1312
131,1,1,8431
131,1,2,8431
131,1,3,8431
131,1,4,8431
131,1,5,8431
131,1,6,8431
131,1,7,8431
131,1,8,8431
131,1,9,8431
131,1,10,8431
131,1,11,8431
131,1,12,8431
131,2,1,8993
131,2,2,8993
131,2,3,8993
131,2,4,8993
131,2,5,8993
131,2,6,8993
131,2,7,8993
131,2,8,8993
131,2,9,8993
131,2,10,8993
131,2,11,8993
131,2,12,8993
131,3,1,1312
131,3,2,1312
131,3,3,1312
131,3,4,1312
131,3,5,1312
131,3,6,1312
131,3,7,1312
131,3,8,1312
131,3,9,1312
131,3,10,1312
131,3,11,1312
131,3,12,1312
132,1,1,8431
132,1,2,8431
132,1,3,8431
132,1,4,8431
132,1,5,8431
132,1,6,8431
132,1,7,8431
132,1,8,8431
132,1,9,8431
132,1,10,8431
132,1,11,8431
132,1,12,8431
132,2,1,8993
132,2,2,8993
132,2,3,8993
132,2,4,8993
132,2,5,8993
132,2,6,8993
132,2,7,8993
132,2,8,8993
132,2,9,8993
132,2,10,8993
132,2,11,8993
132,2,12,8993
132,3,1,1312
132,3,2,1312
132,3,3,1312
132,3,4,1312
132,3,5,1312
132,3,6,1312
132,3,7,1312
132,3,8,1312
132,3,9,1312
132,3,10,1312
132,3,11,1312
132,3,12,1312
133,1,1,8431
133,1,2,8431
133,1,3,8431
133,1,4,8431
133,1,5,8431
133,1,6,8431
133,1,7,8431
133,1,8,8431
133,1,9,8431
133,1,10,8431
133,1,11,8431
133,1,12,8431
133,2,1,8993
133,2,2,8993
133,2,3,8993
133,2,4,8993
133,2,5,8993
133,2,6,8993
133,2,7,8993
133,2,8,8993
133,2,9,8993
133,2,10,8993
133,2,11,8993
133,2,12,8993
133,3,1,1312
133,3,2,1312
133,3,3,1312
133,3,4,1312
133,3,5,1312
133,3,6,1312
133,3,7,1312
133,3,8,1312
133,3,9,1312
133,3,10,1312
133,3,11,1312
133,3,12,1312
134,1,1,8431
134,1,2,8431
134,1,3,8431
134,1,4,8431
134,1,5,8431
134,1,6,8431
134,1,7,8431
134,1,8,8431
134,1,9,8431
134,1,10,8431
134,1,11,8431
134,1,12,8431
134,2,1,8993
134,2,2,8993
134,2,3,8993
134,2,4,8993
134,2,5,8993
134,2,6,8993
134,2,7,8993
134,2,8,8993
134,2,9,8993
134,2,10,8993
134,2,11,8993
134,2,12,8993
134,3,1,1312
134,3,2,1312
134,3,3,1312
134,3,4,1312
134,3,5,1312
134,3,6,1312
134,3,7,1312
134,3,8,1312
134,3,9,1312
134,3,10,1312
134,3,11,1312
134,3,12,1312
135,1,1,8431
135,1,2,8431
135,1,3,8431
135,1,4,8431
135,1,5,8431
135,1,6,8431
135,1,7,8431
135,1,8,8431
135,1,9,8431
135,1,10,8431
135,1,11,8431
135,1,12,8431
135,2,1,8993
135,2,2,8993
135,2,3,8993
135,2,4,8993
135,2,5,8993
135,2,6,8993
135,2,7,8993
135,2,8,8993
135,2,9,8993
135,2,10,8993
135,2,11,8993
135,2,12,8993
135,3,1,1312
135,3,2,1312
135,3,3,1312
135,3,4,1312
135,3,5,1312
135,3,6,1312
135,3,7,1312
135,3,8,1312
135,3,9,1312
135,3,10,1312
135,3,11,1312
135,3,12,1312
136,1,1,8431
136,1,2,8431
136,1,3,8431
136,1,4,8431
136,1,5,8431
136,1,6,8431
136,1,7,8431
136,1,8,8431
136,1,9,8431
136,1,10,8431
136,1,11,8431
136,1,12,8431
136,2,1,8993
136,2,2,8993
136,2,3,8993
136,2,4,8993
136,2,5,8993
136,2,6,8993
136,2,7,8993
136,2,8,8993
136,2,9,8993
136,2,10,8993
136,2,11,8993
136,2,12,8993
136,3,1,1312
136,3,2,1312
136,3,3,1312
136,3,4,1312
136,3,5,1312
136,3,6,1312
136,3,7,1312
136,3,8,1312
136,3,9,1312
136,3,10,1312
136,3,11,1312
136,3,12,1312
137,1,1,8431
137,1,2,8431
137,1,3,8431
137,1,4,8431
137,1,5,8431
137,1,6,8431
137,1,7,8431
137,1,8,8431
137,1,9,8431
137,1,10,8431
137,1,11,8431
137,1,12,8431
137,2,1,8993
137,2,2,8993
137,2,3,8993
137,2,4,8993
137,2,5,8993
137,2,6,8993
137,2,7,8993
137,2,8,8993
137,2,9,8993
137,2,10,8993
137,2,11,8993
137,2,12,8993
137,3,1,1312
137,3,2,1312
137,3,3,1312
137,3,4,1312
137,3,5,1312
137,3,6,1312
137,3,7,1312
137,3,8,1312
137,3,9,1312
137,3,10,1312
137,3,11,1312
137,3,12,1312
138,1,1,8431
138,1,2,8431
138,1,3,8431
138,1,4,8431
138,1,5,8431
138,1,6,8431
138,1,7,8431
138,1,8,8431
138,1,9,8431
138,1,10,8431
138,1,11,8431
138,1,12,8431
138,2,1,8993
138,2,2,8993
138,2,3,8993
138,2,4,8993
138,2,5,8993
138,2,6,8993
138,2,7,8993
138,2,8,8993
138,2,9,8993
138,2,10,8993
138,2,11,8993
138,2,12,8993
138,3,1,1312
138,3,2,1312
138,3,3,1312
138,3,4,1312
138,3,5,1312
138,3,6,1312
138,3,7,1312
138,3,8,1312
138,3,9,1312
138,3,10,1312
138,3,11,1312
138,3,12,1312
139,1,1,8431
139,1,2,8431
139,1,3,8431
139,1,4,8431
139,1,5,8431
139,1,6,8431
139,1,7,8431
139,1,8,8431
139,1,9,8431
139,1,10,8431
139,1,11,8431
139,1,12,8431
139,2,1,8993
139,2,2,8993
139,2,3,8993
139,2,4,8993
139,2,5,8993
139,2,6,8993
139,2,7,8993
139,2,8,8993
139,2,9,8993
139,2,10,8993
139,2,11,8993
139,2,12,8993
139,3,1,1312
139,3,2,1312
139,3,3,1312
139,3,4,1312
139,3,5,1312
139,3,6,1312
139,3,7,1312
139,3,8,1312
139,3,9,1312
139,3,10,1312
139,3,11,1312
139,3,12,1312
140,1,1,8431
140,1,2,8431
140,1,3,8431
140,1,4,8431
140,1,5,8431
140,1,6,8431
140,1,7,8431
140,1,8,8431
140,1,9,8431
140,1,10,8431
140,1,11,8431
140,1,12,8431
140,2,1,8993
140,2,2,8993
140,2,3,8993
140,2,4,8993
140,2,5,8993
140,2,6,8993
140,2,7,8993
140,2,8,8993
140,2,9,8993
140,2,10,8993
140,2,11,8993
140,2,12,8993
140,3,1,1312
140,3,2,1312
140,3,3,1312
140,3,4,1312
140,3,5,1312
140,3,6,1312
140,3,7,1312
140,3,8,1312
140,3,9,1312
140,3,10,1312
140,3,11,1312
140,3,12,1312
141,1,1,8431
141,1,2,8431
141,1,3,8431
141,1,4,8431
141,1,5,8431
141,1,6,8431
141,1,7,8431
141,1,8,8431
141,1,9,8431
141,1,10,8431
141,1,11,8431
141,1,12,8431
141,2,1,8993
141,2,2,8993
141,2,3,8993
141,2,4,8993
141,2,5,8993
141,2,6,8993
141,2,7,8993
141,2,8,8993
141,2,9,8993
141,2,10,8993
141,2,11,8993
141,2,12,8993
141,3,1,1312
141,3,2,1312
141,3,3,1312
141,3,4,1312
141,3,5,1312
141,3,6,1312
141,3,7,1312
141,3,8,1312
141,3,9,1312
141,3,10,1312
141,3,11,1312
141,3,12,1312
142,1,1,8431
142,1,2,8431
142,1,3,8431
142,1,4,8431
142,1,5,8431
142,1,6,8431
142,1,7,8431
142,1,8,8431
142,1,9,8431
142,1,10,8431
142,1,11,8431
142,1,12,8431
142,2,1,8993
142,2,2,8993
142,2,3,8993
142,2,4,8993
142,2,5,8993
142,2,6,8993
142,2,7,8993
142,2,8,8993
142,2,9,8993
142,2,10,8993
142,2,11,8993
142,2,12,8993
142,3,1,1312
142,3,2,1312
142,3,3,1312
142,3,4,1312
142,3,5,1312
142,3,6,1312
142,3,7,1312
142,3,8,1312
142,3,9,1312
142,3,10,1312
142,3,11,1312
142,3,12,1312
143,1,1,8431
143,1,2,8431
143,1,3,8431
143,1,4,8431
143,1,5,8431
143,1,6,8431
143,1,7,8431
143,1,8,8431
143,1,9,8431
143,1,10,8431
143,1,11,8431
143,1,12,8431
143,2,1,8993
143,2,2,8993
143,2,3,8993
143,2,4,8993
143,2,5,8993
143,2,6,8993
143,2,7,8993
143,2,8,8993
143,2,9,8993
143,2,10,8993
143,2,11,8993
143,2,12,8993
143,3,1,1312
143,3,2,1312
143,3,3,1312
143,3,4,1312
143,3,5,1312
143,3,6,1312
143,3,7,1312
143,3,8,1312
143,3,9,1312
143,3,10,1312
143,3,11,1312
143,3,12,1312
144,1,1,8431
144,1,2,8431
144,1,3,8431
144,1,4,8431
144,1,5,8431
144,1,6,8431
144,1,7,8431
144,1,8,8431
144,1,9,8431
144,1,10,8431
144,1,11,8431
144,1,12,8431
144,2,1,8993
144,2,2,8993
144,2,3,8993
144,2,4,8993
144,2,5,8993
144,2,6,8993
144,2,7,8993
144,2,8,8993
144,2,9,8993
144,2,10,8993
144,2,11,8993
144,2,12,8993
144,3,1,1312
144,3,2,1312
144,3,3,1312
144,3,4,1312
144,3,5,1312
144,3,6,1312
144,3,7,1312
144,3,8,1312
144,3,9,1312
144,3,10,1312
144,3,11,1312
144,3,12,1312
145,1,1,8431
145,1,2,8431
145,1,3,8431
145,1,4,8431
145,1,5,8431
145,1,6,8431
145,1,7,8431
145,1,8,8431
145,1,9,8431
145,1,10,8431
145,1,11,8431
145,1,12,8431
145,2,1,8993
145,2,2,8993
145,2,3,8993
145,2,4,8993
145,2,5,8993
145,2,6,8993
145,2,7,8993
145,2,8,8993
145,2,9,8993
145,2,10,8993
145,2,11,8993
145,2,12,8993
145,3,1,1312
145,3,2,1312
145,3,3,1312
145,3,4,1312
145,3,5,1312
145,3,6,1312
145,3,7,1312
145,3,8,1312
145,3,9,1312
145,3,10,1312
145,3,11,1312
145,3,12,1312
146,1,1,8431
146,1,2,8431
146,1,3,8431
146,1,4,8431
146,1,5,8431
146,1,6,8431
146,1,7,8431
146,1,8,8431
146,1,9,8431
146,1,10,8431
146,1,11,8431
146,1,12,8431
146,2,1,8993
146,2,2,8993
146,2,3,8993
146,2,4,8993
146,2,5,8993
146,2,6,8993
146,2,7,8993
146,2,8,8993
146,2,9,8993
146,2,10,8993
146,2,11,8993
146,2,12,8993
146,3,1,1312
146,3,2,1312
146,3,3,1312
146,3,4,1312
146,3,5,1312
146,3,6,1312
146,3,7,1312
146,3,8,1312
146,3,9,1312
146,3,10,1312
146,3,11,1312
146,3,12,1312
147,1,1,8431
147,1,2,8431
147,1,3,8431
147,1,4,8431
147,1,5,8431
147,1,6,8431
147,1,7,8431
147,1,8,8431
147,1,9,8431
147,1,10,8431
147,1,11,8431
147,1,12,8431
147,2,1,8993
147,2,2,8993
147,2,3,8993
147,2,4,8993
147,2,5,8993
147,2,6,8993
147,2,7,8993
147,2,8,8993
147,2,9,8993
147,2,10,8993
147,2,11,8993
147,2,12,8993
147,3,1,1312
147,3,2,1312
147,3,3,1312
147,3,4,1312
147,3,5,1312
147,3,6,1312
147,3,7,1312
147,3,8,1312
147,3,9,1312
147,3,10,1312
147,3,11,1312
147,3,12,1312
148,1,1,8431
148,1,2,8431
148,1,3,8431
148,1,4,8431
148,1,5,8431
148,1,6,8431
148,1,7,8431
148,1,8,8431
148,1,9,8431
148,1,10,8431
148,1,11,8431
148,1,12,8431
148,2,1,8993
148,2,2,8993
148,2,3,8993
148,2,4,8993
148,2,5,8993
148,2,6,8993
148,2,7,8993
148,2,8,8993
148,2,9,8993
148,2,10,8993
148,2,11,8993
148,2,12,8993
148,3,1,1312
148,3,2,1312
148,3,3,1312
148,3,4,1312
148,3,5,1312
148,3,6,1312
148,3,7,1312
148,3,8,1312
148,3,9,1312
148,3,10,1312
148,3,11,1312
148,3,12,1312
149,1,1,8431
149,1,2,8431
149,1,3,8431
149,1,4,8431
149,1,5,8431
149,1,6,8431
149,1,7,8431
149,1,8,8431
149,1,9,8431
149,1,10,8431
149,1,11,8431
149,1,12,8431
149,2,1,8993
149,2,2,8993
149,2,3,8993
149,2,4,8993
149,2,5,8993
149,2,6,8993
149,2,7,8993
149,2,8,8993
149,2,9,8993
149,2,10,8993
149,2,11,8993
149,2,12,8993
149,3,1,1312
149,3,2,1312
149,3,3,1312
149,3,4,1312
149,3,5,1312
149,3,6,1312
149,3,7,1312
149,3,8,1312
149,3,9,1312
149,3,10,1312
149,3,11,1312
149,3,12,1312
150,1,1,8431
150,1,2,8431
150,1,3,8431
150,1,4,8431
150,1,5,8431
150,1,6,8431
150,1,7,8431
150,1,8,8431
150,1,9,8431
150,1,10,8431
150,1,11,8431
150,1,12,8431
150,2,1,8993
150,2,2,8993
150,2,3,8993
150,2,4,8993
150,2,5,8993
150,2,6,8993
150,2,7,8993
150,2,8,8993
150,2,9,8993
150,2,10,8993
150,2,11,8993
150,2,12,8993
150,3,1,1312
150,3,2,1312
150,3,3,1312
150,3,4,1312
150,3,5,1312
150,3,6,1312
150,3,7,1312
150,3,8,1312
150,3,9,1312
150,3,10,1312
150,3,11,1312
150,3,12,1312
151,1,1,8431
151,1,2,8431
151,1,3,8431
151,1,4,8431
151,1,5,8431
151,1,6,8431
151,1,7,8431
151,1,8,8431
151,1,9,8431
151,1,10,8431
151,1,11,8431
151,1,12,8431
151,2,1,8993
151,2,2,8993
151,2,3,8993
151,2,4,8993
151,2,5,8993
151,2,6,8993
151,2,7,8993
151,2,8,8993
151,2,9,8993
151,2,10,8993
151,2,11,8993
151,2,12,8993
151,3,1,1312
151,3,2,1312
151,3,3,1312
151,3,4,1312
151,3,5,1312
151,3,6,1312
151,3,7,1312
151,3,8,1312
151,3,9,1312
151,3,10,1312
151,3,11,1312
151,3,12,1312
152,1,1,7529
152,1,2,7529
152,1,3,7529
152,1,4,7529
152,1,5,7529
152,1,6,7529
152,1,7,7529
152,1,8,7529
152,1,9,7529
152,1,10,7529
152,1,11,7529
152,1,12,7529
152,2,1,8031
152,2,2,8031
152,2,3,8031
152,2,4,8031
152,2,5,8031
152,2,6,8031
152,2,7,8031
152,2,8,8031
152,2,9,8031
152,2,10,8031
152,2,11,8031
152,2,12,8031
152,3,1,1172
152,3,2,1172
152,3,3,1172
152,3,4,1172
152,3,5,1172
152,3,6,1172
152,3,7,1172
152,3,8,1172
152,3,9,1172
152,3,10,1172
152,3,11,1172
152,3,12,1172
153,1,1,7529
153,1,2,7529
153,1,3,7529
153,1,4,7529
153,1,5,7529
153,1,6,7529
153,1,7,7529
153,1,8,7529
153,1,9,7529
153,1,10,7529
153,1,11,7529
153,1,12,7529
153,2,1,8031
153,2,2,8031
153,2,3,8031
153,2,4,8031
153,2,5,8031
153,2,6,8031
153,2,7,8031
153,2,8,8031
153,2,9,8031
153,2,10,8031
153,2,11,8031
153,2,12,8031
153,3,1,1172
153,3,2,1172
153,3,3,1172
153,3,4,1172
153,3,5,1172
153,3,6,1172
153,3,7,1172
153,3,8,1172
153,3,9,1172
153,3,10,1172
153,3,11,1172
153,3,12,1172
154,1,1,7529
154,1,2,7529
