i,t,Capacity
153,11,1635071
153,12,1635071
154,1,1635071
154,2,1635071
154,3,1635071
154,4,1635071
154,5,1635071
154,6,1635071
154,7,1635071
154,8,1635071
154,9,1635071
154,10,1635071
154,11,1635071
154,12,1635071
155,1,592417
155,2,592417
155,3,592417
155,4,592417
155,5,592417
155,6,592417
155,7,592417
155,8,592417
155,9,592417
155,10,592417
155,11,592417
155,12,592417
156,1,1635071
156,2,1635071
156,3,1635071
156,4,1635071
156,5,1635071
156,6,1635071
156,7,1635071
156,8,1635071
156,9,1635071
156,10,1635071
156,11,1635071
156,12,1635071
157,1,592417
157,2,592417
157,3,592417
157,4,592417
157,5,592417
157,6,592417
157,7,592417
157,8,592417
157,9,592417
157,10,592417
157,11,592417
157,12,592417
158,1,592417
158,2,592417
158,3,592417
158,4,592417
158,5,592417
158,6,592417
158,7,592417
158,8,592417
158,9,592417
158,10,592417
158,11,592417
158,12,592417
159,1,1635071
159,2,1635071
159,3,1635071
159,4,1635071
159,5,1635071
159,6,1635071
159,7,1635071
159,8,1635071
159,9,1635071
159,10,1635071
159,11,1635071
159,12,1635071
160,1,1635071
160,2,1635071
160,3,1635071
160,4,1635071
160,5,1635071
160,6,1635071
160,7,1635071
160,8,1635071
160,9,1635071
160,10,1635071
160,11,1635071
160,12,1635071
161,1,1635071
161,2,1635071
161,3,1635071
161,4,1635071
161,5,1635071
161,6,1635071
161,7,1635071
161,8,1635071
161,9,1635071
161,10,1635071
161,11,1635071
161,12,1635071
162,1,1635071
162,2,1635071
162,3,1635071
162,4,1635071
162,5,1635071
162,6,1635071
162,7,1635071
162,8,1635071
162,9,1635071
162,10,1635071
162,11,1635071
162,12,1635071
163,1,1635071
163,2,1635071
163,3,1635071
163,4,1635071
163,5,1635071
163,6,1635071
163,7,1635071
163,8,1635071
163,9,1635071
163,10,1635071
163,11,1635071
163,12,1635071
164,1,1090047
164,2,1090047
164,3,1090047
164,4,1090047
164,5,1090047
164,6,1090047
164,7,1090047
164,8,1090047
164,9,1090047
164,10,1090047
164,11,1090047
164,12,1090047
165,1,2345972
165,2,2345972
165,3,2345972
165,4,2345972
165,5,2345972
165,6,2345972
165,7,2345972
165,8,2345972
165,9,2345972
165,10,2345972
165,11,2345972
165,12,2345972
166,1,2014218
166,2,2014218
166,3,2014218
166,4,2014218
166,5,2014218
166,6,2014218
166,7,2014218
166,8,2014218
166,9,2014218
166,10,2014218
166,11,2014218
166,12,2014218
167,1,592417
167,2,592417
167,3,592417
167,4,592417
167,5,592417
167,6,592417
167,7,592417
167,8,592417
167,9,592417
167,10,592417
167,11,592417
167,12,592417
168,1,1635071
168,2,1635071
168,3,1635071
168,4,1635071
168,5,1635071
168,6,1635071
168,7,1635071
168,8,1635071
168,9,1635071
168,10,1635071
168,11,1635071
168,12,1635071
169,1,1635071
169,2,1635071
169,3,1635071
169,4,1635071
169,5,1635071
169,6,1635071
169,7,1635071
169,8,1635071
169,9,1635071
169,10,1635071
169,11,1635071
169,12,1635071
170,1,971564
170,2,971564
170,3,971564
170,4,971564
170,5,971564
170,6,971564
170,7,971564
170,8,971564
170,9,971564
170,10,971564
170,11,971564
170,12,971564
171,1,1635071
171,2,1635071
171,3,1635071
171,4,1635071
171,5,1635071
171,6,1635071
171,7,1635071
171,8,1635071
171,9,1635071
171,10,1635071
171,11,1635071
171,12,1635071
172,1,1635071
172,2,1635071
172,3,1635071
172,4,1635071
172,5,1635071
172,6,1635071
172,7,1635071
172,8,1635071
172,9,1635071
172,10,1635071
172,11,1635071
172,12,1635071
173,1,2132701
173,2,2132701
173,3,2132701
173,4,2132701
173,5,2132701
173,6,2132701
173,7,2132701
173,8,2132701
173,9,2132701
173,10,2132701
173,11,2132701
173,12,2132701
174,1,1635071
174,2,1635071
174,3,1635071
174,4,1635071
174,5,1635071
174,6,1635071
174,7,1635071
174,8,1635071
174,9,1635071
174,10,1635071
174,11,1635071
174,12,1635071
175,1,1635071
175,2,1635071
175,3,1635071
175,4,1635071
175,5,1635071
175,6,1635071
175,7,1635071
175,8,1635071
175,9,1635071
175,10,1635071
175,11,1635071
175,12,1635071
176,1,592417
176,2,592417
176,3,592417
176,4,592417
176,5,592417
176,6,592417
176,7,592417
176,8,592417
176,9,592417
176,10,592417
176,11,592417
176,12,592417
177,1,1635071
177,2,1635071
177,3,1635071
177,4,1635071
177,5,1635071
177,6,1635071
177,7,1635071
177,8,1635071
177,9,1635071
177,10,1635071
177,11,1635071
177,12,1635071
178,1,1090047
178,2,1090047
178,3,1090047
178,4,1090047
178,5,1090047
178,6,1090047
178,7,1090047
178,8,1090047
178,9,1090047
178,10,1090047
178,11,1090047
178,12,1090047
179,1,213270
179,2,213270
179,3,213270
179,4,213270
179,5,213270
179,6,213270
179,7,213270
179,8,213270
179,9,213270
179,10,213270
179,11,213270
179,12,213270
180,1,1303318
180,2,1303318
180,3,1303318
180,4,1303318
180,5,1303318
180,6,1303318
180,7,1303318
180,8,1303318
180,9,1303318
180,10,1303318
180,11,1303318
180,12,1303318
181,1,592417
181,2,592417
181,3,592417
181,4,592417
181,5,592417
181,6,592417
181,7,592417
181,8,592417
181,9,592417
181,10,592417
181,11,592417
181,12,592417
182,1,592417
182,2,592417
182,3,592417
182,4,592417
182,5,592417
182,6,592417
182,7,592417
182,8,592417
182,9,592417
182,10,592417
182,11,592417
182,12,592417
183,1,592417
183,2,592417
183,3,592417
183,4,592417
183,5,592417
183,6,592417
183,7,592417
183,8,592417
183,9,592417
183,10,592417
183,11,592417
183,12,592417
184,1,710900
184,2,710900
184,3,710900
184,4,710900
184,5,710900
184,6,710900
184,7,710900
184,8,710900
184,9,710900
184,10,710900
184,11,710900
184,12,710900
185,1,213270
185,2,213270
185,3,213270
185,4,213270
185,5,213270
185,6,213270
185,7,213270
185,8,213270
185,9,213270
185,10,213270
185,11,213270
185,12,213270
186,1,1635071
186,2,1635071
186,3,1635071
186,4,1635071
186,5,1635071
186,6,1635071
186,7,1635071
186,8,1635071
186,9,1635071
186,10,1635071
186,11,1635071
186,12,1635071
187,1,1255924
187,2,1255924
187,3,1255924
187,4,1255924
187,5,1255924
187,6,1255924
187,7,1255924
187,8,1255924
187,9,1255924
187,10,1255924
187,11,1255924
187,12,1255924
188,1,592417
188,2,592417
188,3,592417
188,4,592417
188,5,592417
188,6,592417
188,7,592417
188,8,592417
188,9,592417
188,10,592417
188,11,592417
188,12,592417
189,1,1635071
189,2,1635071
189,3,1635071
189,4,1635071
189,5,1635071
189,6,1635071
189,7,1635071
189,8,1635071
189,9,1635071
189,10,1635071
189,11,1635071
189,12,1635071
190,1,1090047
190,2,1090047
190,3,1090047
190,4,1090047
190,5,1090047
190,6,1090047
190,7,1090047
190,8,1090047
190,9,1090047
190,10,1090047
190,11,1090047
190,12,1090047
191,1,1255924
191,2,1255924
191,3,1255924
191,4,1255924
191,5,1255924
191,6,1255924
191,7,1255924
191,8,1255924
191,9,1255924
191,10,1255924
191,11,1255924
191,12,1255924
192,1,1635071
192,2,1635071
192,3,1635071
192,4,1635071
192,5,1635071
192,6,1635071
192,7,1635071
192,8,1635071
192,9,1635071
192,10,1635071
192,11,1635071
192,12,1635071
193,1,1255924
193,2,1255924
193,3,1255924
193,4,1255924
193,5,1255924
193,6,1255924
193,7,1255924
193,8,1255924
193,9,1255924
193,10,1255924
193,11,1255924
193,12,1255924
194,1,213270
194,2,213270
194,3,213270
194,4,213270
194,5,213270
194,6,213270
194,7,213270
194,8,213270
194,9,213270
194,10,213270
194,11,213270
194,12,213270
195,1,592417
195,2,592417
195,3,592417
195,4,592417
195,5,592417
195,6,592417
195,7,592417
195,8,592417
195,9,592417
195,10,592417
195,11,592417
195,12,592417
196,1,1635071
196,2,1635071
196,3,1635071
196,4,1635071
196,5,1635071
196,6,1635071
196,7,1635071
196,8,1635071
196,9,1635071
196,10,1635071
196,11,1635071
196,12,1635071
197,1,1848341
197,2,1848341
197,3,1848341
197,4,1848341
197,5,1848341
197,6,1848341
197,7,1848341
197,8,1848341
197,9,1848341
197,10,1848341
197,11,1848341
197,12,1848341
198,1,805687
198,2,805687
198,3,805687
198,4,805687
198,5,805687
198,6,805687
198,7,805687
198,8,805687
198,9,805687
198,10,805687
198,11,805687
198,12,805687
199,1,1255924
199,2,1255924
199,3,1255924
199,4,1255924
199,5,1255924
199,6,1255924
199,7,1255924
199,8,1255924
199,9,1255924
199,10,1255924
199,11,1255924
199,12,1255924
200,1,1090047
200,2,1090047
200,3,1090047
200,4,1090047
200,5,1090047
200,6,1090047
200,7,1090047
200,8,1090047
200,9,1090047
200,10,1090047
200,11,1090047
200,12,1090047
201,1,805687
201,2,805687
201,3,805687
201,4,805687
201,5,805687
201,6,805687
201,7,805687
201,8,805687
201,9,805687
201,10,805687
201,11,805687
201,12,805687
202,1,426540
202,2,426540
202,3,426540
202,4,426540
202,5,426540
202,6,426540
202,7,426540
202,8,426540
202,9,426540
202,10,426540
202,11,426540
202,12,426540
203,1,2132701
203,2,2132701
203,3,2132701
203,4,2132701
203,5,2132701
203,6,2132701
203,7,2132701
203,8,2132701
203,9,2132701
203,10,2132701
203,11,2132701
203,12,2132701
204,1,2132701
204,2,2132701
204,3,2132701
204,4,2132701
204,5,2132701
204,6,2132701
204,7,2132701
204,8,2132701
204,9,2132701
204,10,2132701
204,11,2132701
204,12,2132701
205,1,592417
205,2,592417
205,3,592417
205,4,592417
205,5,592417
205,6,592417
205,7,592417
205,8,592417
205,9,592417
205,10,592417
205,11,592417
205,12,592417
206,1,426540
206,2,426540
206,3,426540
206,4,426540
206,5,426540
206,6,426540
206,7,426540
206,8,426540
206,9,426540
206,10,426540
206,11,426540
206,12,426540
207,1,1848341
207,2,1848341
207,3,1848341
207,4,1848341
207,5,1848341
207,6,1848341
207,7,1848341
207,8,1848341
207,9,1848341
207,10,1848341
207,11,1848341
207,12,1848341
208,1,805687
208,2,805687
208,3,805687
208,4,805687
208,5,805687
208,6,805687
208,7,805687
208,8,805687
208,9,805687
208,10,805687
208,11,805687
208,12,805687
209,1,1635071
209,2,1635071
209,3,1635071
209,4,1635071
209,5,1635071
209,6,1635071
209,7,1635071
209,8,1635071
209,9,1635071
209,10,1635071
209,11,1635071
209,12,1635071
210,1,1090047
210,2,1090047
210,3,1090047
210,4,1090047
210,5,1090047
210,6,1090047
210,7,1090047
210,8,1090047
210,9,1090047
210,10,1090047
210,11,1090047
210,12,1090047
211,1,1635071
211,2,1635071
211,3,1635071
211,4,1635071
211,5,1635071
211,6,1635071
211,7,1635071
211,8,1635071
211,9,1635071
211,10,1635071
211,11,1635071
211,12,1635071
212,1,1635071
212,2,1635071
212,3,1635071
212,4,1635071
212,5,1635071
212,6,1635071
212,7,1635071
212,8,1635071
212,9,1635071
212,10,1635071
212,11,1635071
212,12,1635071
213,1,1303318
213,2,1303318
213,3,1303318
213,4,1303318
213,5,1303318
213,6,1303318
213,7,1303318
213,8,1303318
213,9,1303318
213,10,1303318
213,11,1303318
213,12,1303318
214,1,1090047
214,2,1090047
214,3,1090047
214,4,1090047
214,5,1090047
214,6,1090047
214,7,1090047
214,8,1090047
214,9,1090047
214,10,1090047
214,11,1090047
214,12,1090047
215,1,1635071
215,2,1635071
215,3,1635071
215,4,1635071
215,5,1635071
215,6,1635071
215,7,1635071
215,8,1635071
215,9,1635071
215,10,1635071
215,11,1635071
215,12,1635071
216,1,1635071
216,2,1635071
216,3,1635071
216,4,1635071
216,5,1635071
216,6,1635071
216,7,1635071
216,8,1635071
216,9,1635071
216,10,1635071
216,11,1635071
216,12,1635071
217,1,592417
217,2,592417
217,3,592417
217,4,592417
217,5,592417
217,6,592417
217,7,592417
217,8,592417
217,9,592417
217,10,592417
217,11,592417
217,12,592417
218,1,592417
218,2,592417
218,3,592417
218,4,592417
218,5,592417
218,6,592417
218,7,592417
218,8,592417
218,9,592417
218,10,592417
218,11,592417
218,12,592417
219,1,1635071
219,2,1635071
219,3,1635071
219,4,1635071
219,5,1635071
219,6,1635071
219,7,1635071
219,8,1635071
219,9,1635071
219,10,1635071
219,11,1635071
219,12,1635071
220,1,1635071
220,2,1635071
220,3,1635071
220,4,1635071
220,5,1635071
220,6,1635071
220,7,1635071
220,8,1635071
220,9,1635071
220,10,1635071
220,11,1635071
220,12,1635071
221,1,592417
221,2,592417
221,3,592417
221,4,592417
221,5,592417
221,6,592417
221,7,592417
221,8,592417
221,9,592417
221,10,592417
221,11,592417
221,12,592417
222,1,1635071
222,2,1635071
222,3,1635071
222,4,1635071
222,5,1635071
222,6,1635071
222,7,1635071
222,8,1635071
222,9,1635071
222,10,1635071
222,11,1635071
222,12,1635071
223,1,1635071
223,2,1635071
223,3,1635071
223,4,1635071
223,5,1635071
223,6,1635071
223,7,1635071
223,8,1635071
223,9,1635071
223,10,1635071
223,11,1635071
223,12,1635071
224,1,1635071
224,2,1635071
224,3,1635071
224,4,1635071
224,5,1635071
224,6,1635071
224,7,1635071
224,8,1635071
224,9,1635071
224,10,1635071
224,11,1635071
224,12,1635071
225,1,710900
225,2,710900
225,3,710900
225,4,710900
225,5,710900
225,6,710900
225,7,710900
225,8,710900
225,9,710900
225,10,710900
225,11,710900
225,12,710900
226,1,1635071
226,2,1635071
226,3,1635071
226,4,1635071
226,5,1635071
226,6,1635071
226,7,1635071
226,8,1635071
226,9,1635071
226,10,1635071
226,11,1635071
226,12,1635071
227,1,924171
227,2,924171
227,3,924171
227,4,924171
227,5,924171
227,6,924171
227,7,924171
227,8,924171
227,9,924171
227,10,924171
227,11,924171
227,12,924171
228,1,592417
228,2,592417
228,3,592417
228,4,592417
228,5,592417
228,6,592417
228,7,592417
228,8,592417
228,9,592417
228,10,592417
228,11,592417
228,12,592417
229,1,592417
229,2,592417
229,3,592417
229,4,592417
229,5,592417
229,6,592417
229,7,592417
229,8,592417
229,9,592417
229,10,592417
229,11,592417
229,12,592417
230,1,1090047
230,2,1090047
230,3,1090047
230,4,1090047
230,5,1090047
230,6,1090047
230,7,1090047
230,8,1090047
230,9,1090047
230,10,1090047
230,11,1090047
230,12,1090047
231,1,1255924
231,2,1255924
231,3,1255924
231,4,1255924
231,5,1255924
231,6,1255924
231,7,1255924
231,8,1255924
231,9,1255924
231,10,1255924
231,11,1255924
231,12,1255924
232,1,1255924
232,2,1255924
232,3,1255924
232,4,1255924
232,5,1255924
232,6,1255924
232,7,1255924
232,8,1255924
232,9,1255924
232,10,1255924
232,11,1255924
232,12,1255924
233,1,592417
233,2,592417
233,3,592417
233,4,592417
233,5,592417
233,6,592417
233,7,592417
233,8,592417
233,9,592417
233,10,592417
233,11,592417
233,12,592417
234,1,1635071
234,2,1635071
234,3,1635071
234,4,1635071
234,5,1635071
234,6,1635071
234,7,1635071
234,8,1635071
234,9,1635071
234,10,1635071
234,11,1635071
234,12,1635071
235,1,1255924
235,2,1255924
235,3,1255924
235,4,1255924
235,5,1255924
235,6,1255924
235,7,1255924
235,8,1255924
235,9,1255924
235,10,1255924
235,11,1255924
235,12,1255924
236,1,805687
236,2,805687
236,3,805687
236,4,805687
236,5,805687
236,6,805687
236,7,805687
236,8,805687
236,9,805687
236,10,805687
236,11,805687
236,12,805687
237,1,1848341
237,2,1848341
237,3,1848341
237,4,1848341
237,5,1848341
237,6,1848341
237,7,1848341
237,8,1848341
237,9,1848341
237,10,1848341
237,11,1848341
237,12,1848341
238,1,592417
238,2,592417
238,3,592417
238,4,592417
238,5,592417
238,6,592417
238,7,592417
238,8,592417
238,9,592417
238,10,592417
238,11,592417
238,12,592417
239,1,213270
239,2,213270
239,3,213270
239,4,213270
239,5,213270
239,6,213270
239,7,213270
239,8,213270
239,9,213270
239,10,213270
239,11,213270
239,12,213270
240,1,592417
240,2,592417
240,3,592417
240,4,592417
240,5,592417
240,6,592417
240,7,592417
240,8,592417
240,9,592417
240,10,592417
240,11,592417
240,12,592417
241,1,805687
241,2,805687
241,3,805687
241,4,805687
241,5,805687
241,6,805687
241,7,805687
241,8,805687
241,9,805687
241,10,805687
241,11,805687
241,12,805687
242,1,1635071
242,2,1635071
242,3,1635071
242,4,1635071
242,5,1635071
242,6,1635071
242,7,1635071
242,8,1635071
242,9,1635071
242,10,1635071
242,11,1635071
242,12,1635071
243,1,592417
243,2,592417
243,3,592417
243,4,592417
243,5,592417
243,6,592417
243,7,592417
243,8,592417
243,9,592417
243,10,592417
243,11,592417
243,12,592417
244,1,426540
244,2,426540
244,3,426540
244,4,426540
244,5,426540
244,6,426540
244,7,426540
244,8,426540
244,9,426540
244,10,426540
244,11,426540
244,12,426540
245,1,710900
245,2,710900
245,3,710900
245,4,710900
245,5,710900
245,6,710900
245,7,710900
245,8,710900
245,9,710900
245,10,710900
245,11,710900
245,12,710900
246,1,2132701
246,2,2132701
246,3,2132701
246,4,2132701
246,5,2132701
246,6,2132701
246,7,2132701
246,8,2132701
246,9,2132701
246,10,2132701
246,11,2132701
246,12,2132701
247,1,2132701
247,2,2132701
247,3,2132701
247,4,2132701
247,5,2132701
247,6,2132701
247,7,2132701
247,8,2132701
247,9,2132701
247,10,2132701
247,11,2132701
247,12,2132701
248,1,592417
248,2,592417
248,3,592417
248,4,592417
248,5,592417
248,6,592417
248,7,592417
248,8,592417
248,9,592417
248,10,592417
248,11,592417
248,12,592417
249,1,1469194
249,2,1469194
249,3,1469194
249,4,1469194
249,5,1469194
249,6,1469194
249,7,1469194
249,8,1469194
249,9,1469194
249,10,1469194
249,11,1469194
249,12,1469194
250,1,426540
250,2,426540
250,3,426540
250,4,426540
250,5,426540
250,6,426540
250,7,426540
250,8,426540
250,9,426540
250,10,426540
250,11,426540
250,12,426540
251,1,1635071
251,2,1635071
251,3,1635071
251,4,1635071
251,5,1635071
251,6,1635071
251,7,1635071
251,8,1635071
251,9,1635071
251,10,1635071
251,11,1635071
251,12,1635071
252,1,1635071
252,2,1635071
252,3,1635071
252,4,1635071
252,5,1635071
252,6,1635071
252,7,1635071
252,8,1635071
252,9,1635071
252,10,1635071
252,11,1635071
252,12,1635071
253,1,1255924
253,2,1255924
253,3,1255924
253,4,1255924
253,5,1255924
253,6,1255924
253,7,1255924
253,8,1255924
253,9,1255924
253,10,1255924
253,11,1255924
253,12,1255924
254,1,592417
254,2,592417
254,3,592417
254,4,592417
254,5,592417
254,6,592417
254,7,592417
254,8,592417
254,9,592417
254,10,592417
254,11,592417
254,12,592417
255,1,592417
255,2,592417
255,3,592417
255,4,592417
255,5,592417
255,6,592417
255,7,592417
255,8,592417
255,9,592417
255,10,592417
255,11,592417
255,12,592417
256,1,1303318
256,2,1303318
256,3,1303318
256,4,1303318
256,5,1303318
256,6,1303318
256,7,1303318
256,8,1303318
256,9,1303318
256,10,1303318
256,11,1303318
256,12,1303318
257,1,1090047
257,2,1090047
257,3,1090047
257,4,1090047
257,5,1090047
257,6,1090047
257,7,1090047
257,8,1090047
257,9,1090047
257,10,1090047
257,11,1090047
257,12,1090047
258,1,592417
258,2,592417
258,3,592417
258,4,592417
258,5,592417
258,6,592417
258,7,592417
258,8,592417
258,9,592417
258,10,592417
258,11,592417
258,12,592417
259,1,426540
259,2,426540
259,3,426540
259,4,426540
259,5,426540
259,6,426540
259,7,426540
259,8,426540
259,9,426540
259,10,426540
259,11,426540
259,12,426540
260,1,1848341
260,2,1848341
260,3,1848341
260,4,1848341
260,5,1848341
260,6,1848341
260,7,1848341
260,8,1848341
260,9,1848341
260,10,1848341
260,11,1848341
260,12,1848341
261,1,1848341
261,2,1848341
261,3,1848341
261,4,1848341
261,5,1848341
261,6,1848341
261,7,1848341
261,8,1848341
261,9,1848341
261,10,1848341
261,11,1848341
261,12,1848341
262,1,1255924
262,2,1255924
262,3,1255924
262,4,1255924
262,5,1255924
262,6,1255924
262,7,1255924
262,8,1255924
262,9,1255924
262,10,1255924
262,11,1255924
262,12,1255924
263,1,592417
263,2,592417
263,3,592417
263,4,592417
263,5,592417
263,6,592417
263,7,592417
263,8,592417
263,9,592417
263,10,592417
263,11,592417
263,12,592417
264,1,1635071
264,2,1635071
264,3,1635071
264,4,1635071
264,5,1635071
264,6,1635071
264,7,1635071
264,8,1635071
264,9,1635071
264,10,1635071
264,11,1635071
264,12,1635071
265,1,1303318
265,2,1303318
265,3,1303318
265,4,1303318
265,5,1303318
265,6,1303318
265,7,1303318
265,8,1303318
265,9,1303318
265,10,1303318
265,11,1303318
265,12,1303318
266,1,1469194
266,2,1469194
266,3,1469194
266,4,1469194
266,5,1469194
266,6,1469194
266,7,1469194
266,8,1469194
266,9,1469194
266,10,1469194
266,11,1469194
266,12,1469194
267,1,1848341
267,2,1848341
267,3,1848341
267,4,1848341
267,5,1848341
267,6,1848341
267,7,1848341
267,8,1848341
267,9,1848341
267,10,1848341
267,11,1848341
267,12,1848341
268,1,2345972
268,2,2345972
268,3,2345972
268,4,2345972
268,5,2345972
268,6,2345972
268,7,2345972
268,8,2345972
268,9,2345972
268,10,2345972
268,11,2345972
268,12,2345972
269,1,1635071
269,2,1635071
269,3,1635071
269,4,1635071
269,5,1635071
269,6,1635071
269,7,1635071
269,8,1635071
269,9,1635071
269,10,1635071
269,11,1635071
269,12,1635071
270,1,2227488
270,2,2227488
270,3,2227488
270,4,2227488
270,5,2227488
270,6,2227488
270,7,2227488
270,8,2227488
270,9,2227488
270,10,2227488
270,11,2227488
270,12,2227488
271,1,1635071
271,2,1635071
271,3,1635071
271,4,1635071
271,5,1635071
271,6,1635071
271,7,1635071
271,8,1635071
271,9,1635071
271,10,1635071
271,11,1635071
271,12,1635071
272,1,592417
272,2,592417
272,3,592417
272,4,592417
272,5,592417
272,6,592417
272,7,592417
272,8,592417
272,9,592417
272,10,592417
272,11,592417
272,12,592417
273,1,2511848
273,2,2511848
273,3,2511848
273,4,2511848
273,5,2511848
273,6,2511848
273,7,2511848
273,8,2511848
273,9,2511848
273,10,2511848
273,11,2511848
273,12,2511848
274,1,1635071
274,2,1635071
274,3,1635071
274,4,1635071
274,5,1635071
274,6,1635071
274,7,1635071
274,8,1635071
274,9,1635071
274,10,1635071
274,11,1635071
274,12,1635071
275,1,2132701
275,2,2132701
275,3,2132701
275,4,2132701
275,5,2132701
275,6,2132701
275,7,2132701
275,8,2132701
275,9,2132701
275,10,2132701
275,11,2132701
275,12,2132701
276,1,213270
276,2,213270
276,3,213270
276,4,213270
276,5,213270
276,6,213270
276,7,213270
276,8,213270
276,9,213270
276,10,213270
276,11,213270
276,12,213270
277,1,592417
277,2,592417
277,3,592417
277,4,592417
277,5,592417
277,6,592417
277,7,592417
277,8,592417
277,9,592417
277,10,592417
277,11,592417
277,12,592417
278,1,592417
278,2,592417
278,3,592417
278,4,592417
278,5,592417
278,6,592417
278,7,592417
278,8,592417
278,9,592417
278,10,592417
278,11,592417
278,12,592417
279,1,213270
279,2,213270
279,3,213270
279,4,213270
279,5,213270
279,6,213270
279,7,213270
279,8,213270
279,9,213270
279,10,213270
279,11,213270
279,12,213270
280,1,213270
280,2,213270
280,3,213270
280,4,213270
280,5,213270
280,6,213270
280,7,213270
280,8,213270
280,9,213270
280,10,213270
280,11,213270
280,12,213270
281,1,592417
281,2,592417
281,3,592417
281,4,592417
281,5,592417
281,6,592417
281,7,592417
281,8,592417
281,9,592417
281,10,592417
281,11,592417
281,12,592417
282,1,213270
282,2,213270
282,3,213270
282,4,213270
282,5,213270
282,6,213270
282,7,213270
282,8,213270
282,9,213270
282,10,213270
282,11,213270
282,12,213270
283,1,592417
283,2,592417
283,3,592417
283,4,592417
283,5,592417
283,6,592417
283,7,592417
283,8,592417
283,9,592417
283,10,592417
283,11,592417
283,12,592417
284,1,1635071
284,2,1635071
284,3,1635071
284,4,1635071
284,5,1635071
284,6,1635071
284,7,1635071
284,8,1635071
284,9,1635071
284,10,1635071
284,11,1635071
284,12,1635071
285,1,592417
285,2,592417
285,3,592417
285,4,592417
285,5,592417
285,6,592417
285,7,592417
285,8,592417
285,9,592417
285,10,592417
285,11,592417
285,12,592417
286,1,213270
286,2,213270
286,3,213270
286,4,213270
286,5,213270
286,6,213270
286,7,213270
286,8,213270
286,9,213270
286,10,213270
286,11,213270
286,12,213270
287,1,1255924
287,2,1255924
287,3,1255924
287,4,1255924
287,5,1255924
287,6,1255924
287,7,1255924
287,8,1255924
287,9,1255924
287,10,1255924
287,11,1255924
287,12,1255924
288,1,213270
288,2,213270
288,3,213270
288,4,213270
288,5,213270
288,6,213270
288,7,213270
288,8,213270
288,9,213270
288,10,213270
288,11,213270
288,12,213270
289,1,2132701
289,2,2132701
289,3,2132701
289,4,2132701
289,5,2132701
289,6,2132701
289,7,2132701
289,8,2132701
289,9,2132701
289,10,2132701
289,11,2132701
289,12,2132701
290,1,2132701
290,2,2132701
290,3,2132701
290,4,2132701
290,5,2132701
290,6,2132701
290,7,2132701
290,8,2132701
290,9,2132701
290,10,2132701
290,11,2132701
290,12,2132701
291,1,592417
291,2,592417
291,3,592417
291,4,592417
291,5,592417
291,6,592417
291,7,592417
291,8,592417
291,9,592417
291,10,592417
291,11,592417
291,12,592417
292,1,213270
292,2,213270
292,3,213270
292,4,213270
292,5,213270
292,6,213270
292,7,213270
292,8,213270
292,9,213270
292,10,213270
292,11,213270
292,12,213270
293,1,1635071
293,2,1635071
293,3,1635071
293,4,1635071
293,5,1635071
293,6,1635071
293,7,1635071
293,8,1635071
293,9,1635071
293,10,1635071
293,11,1635071
293,12,1635071
294,1,1635071
294,2,1635071
294,3,1635071
294,4,1635071
294,5,1635071
294,6,1635071
294,7,1635071
294,8,1635071
294,9,1635071
294,10,1635071
294,11,1635071
294,12,1635071
295,1,1753555
295,2,1753555
295,3,1753555
295,4,1753555
295,5,1753555
295,6,1753555
295,7,1753555
295,8,1753555
295,9,1753555
295,10,1753555
295,11,1753555
295,12,1753555
296,1,592417
296,2,592417
296,3,592417
296,4,592417
296,5,592417
296,6,592417
296,7,592417
296,8,592417
296,9,592417
296,10,592417
296,11,592417
296,12,592417
297,1,1635071
297,2,1635071
297,3,1635071
297,4,1635071
297,5,1635071
297,6,1635071
297,7,1635071
297,8,1635071
297,9,1635071
297,10,1635071
297,11,1635071
297,12,1635071
298,1,1255924
298,2,1255924
298,3,1255924
298,4,1255924
298,5,1255924
298,6,1255924
298,7,1255924
298,8,1255924
298,9,1255924
298,10,1255924
298,11,1255924
298,12,1255924
299,1,1255924
299,2,1255924
299,3,1255924
299,4,1255924
299,5,1255924
299,6,1255924
299,7,1255924
299,8,1255924
299,9,1255924
299,10,1255924
299,11,1255924
299,12,1255924
300,1,592417
300,2,592417
300,3,592417
300,4,592417
300,5,592417
300,6,592417
300,7,592417
300,8,592417
300,9,592417
300,10,592417
300,11,592417
300,12,592417
301,1,1090047
301,2,1090047
301,3,1090047
301,4,1090047
301,5,1090047
301,6,1090047
301,7,1090047
301,8,1090047
301,9,1090047
301,10,1090047
301,11,1090047
301,12,1090047
302,1,592417
302,2,592417
302,3,592417
302,4,592417
302,5,592417
302,6,592417
302,7,592417
302,8,592417
302,9,592417
302,10,592417
302,11,592417
302,12,592417
303,1,1848341
303,2,1848341
303,3,1848341
303,4,1848341
303,5,1848341
303,6,1848341
303,7,1848341
303,8,1848341
303,9,1848341
303,10,1848341
303,11,1848341
303,12,1848341
304,1,592417
304,2,592417
304,3,592417
304,4,592417
304,5,592417
304,6,592417
304,7,592417
304,8,592417
304,9,592417
304,10,592417
304,11,592417
304,12,592417
305,1,1635071
305,2,1635071
305,3,1635071
305,4,1635071
305,5,1635071
305,6,1635071
305,7,1635071
305,8,1635071
305,9,1635071
305,10,1635071
305,11,1635071
305,12,1635071
306,1,426540
306,2,426540
306,3,426540
306,4,426540
306,5,426540
306,6,426540
306,7,426540
306,8,426540
306,9,426540
306,10,426540
306,11,426540
306,12,426540
307,1,592417
307,2,592417
307,3,592417
307,4,592417
307,5,592417
307,6,592417
