i,j,t,demand
128,2,3,1312
128,2,4,1312
128,2,5,1312
128,2,6,1312
128,2,7,1312
128,2,8,1312
128,2,9,1312
128,2,10,1312
128,2,11,1312
128,2,12,1312
128,3,1,21
128,3,2,21
128,3,3,21
128,3,4,21
128,3,5,21
128,3,6,21
128,3,7,21
128,3,8,21
128,3,9,21
128,3,10,21
128,3,11,21
128,3,12,21
129,1,1,8431
129,1,2,8431
129,1,3,8431
129,1,4,8431
129,1,5,8431
129,1,6,8431
129,1,7,8431
129,1,8,8431
129,1,9,8431
129,1,10,8431
129,1,11,8431
129,1,12,8431
129,2,1,1312
129,2,2,1312
129,2,3,1312
129,2,4,1312
129,2,5,1312
129,2,6,1312
129,2,7,1312
129,2,8,1312
129,2,9,1312
129,2,10,1312
129,2,11,1312
129,2,12,1312
129,3,1,21
129,3,2,21
129,3,3,21
129,3,4,21
129,3,5,21
129,3,6,21
129,3,7,21
129,3,8,21
129,3,9,21
129,3,10,21
129,3,11,21
129,3,12,21
130,1,1,8431
130,1,2,8431
130,1,3,8431
130,1,4,8431
130,1,5,8431
130,1,6,8431
130,1,7,8431
130,1,8,8431
130,1,9,8431
130,1,10,8431
130,1,11,8431
130,1,12,8431
130,2,1,1312
130,2,2,1312
130,2,3,1312
130,2,4,1312
130,2,5,1312
130,2,6,1312
130,2,7,1312
130,2,8,1312
130,2,9,1312
130,2,10,1312
130,2,11,1312
130,2,12,1312
130,3,1,21
130,3,2,21
130,3,3,21
130,3,4,21
130,3,5,21
130,3,6,21
130,3,7,21
130,3,8,21
130,3,9,21
130,3,10,21
130,3,11,21
130,3,12,21
131,1,1,8431
131,1,2,8431
131,1,3,8431
131,1,4,8431
131,1,5,8431
131,1,6,8431
131,1,7,8431
131,1,8,8431
131,1,9,8431
131,1,10,8431
131,1,11,8431
131,1,12,8431
131,2,1,1312
131,2,2,1312
131,2,3,1312
131,2,4,1312
131,2,5,1312
131,2,6,1312
131,2,7,1312
131,2,8,1312
131,2,9,1312
131,2,10,1312
131,2,11,1312
131,2,12,1312
131,3,1,21
131,3,2,21
131,3,3,21
131,3,4,21
131,3,5,21
131,3,6,21
131,3,7,21
131,3,8,21
131,3,9,21
131,3,10,21
131,3,11,21
131,3,12,21
132,1,1,8431
132,1,2,8431
132,1,3,8431
132,1,4,8431
132,1,5,8431
132,1,6,8431
132,1,7,8431
132,1,8,8431
132,1,9,8431
132,1,10,8431
132,1,11,8431
132,1,12,8431
132,2,1,1312
132,2,2,1312
132,2,3,1312
132,2,4,1312
132,2,5,1312
132,2,6,1312
132,2,7,1312
132,2,8,1312
132,2,9,1312
132,2,10,1312
132,2,11,1312
132,2,12,1312
132,3,1,21
132,3,2,21
132,3,3,21
132,3,4,21
132,3,5,21
132,3,6,21
132,3,7,21
132,3,8,21
132,3,9,21
132,3,10,21
132,3,11,21
132,3,12,21
133,1,1,8431
133,1,2,8431
133,1,3,8431
133,1,4,8431
133,1,5,8431
133,1,6,8431
133,1,7,8431
133,1,8,8431
133,1,9,8431
133,1,10,8431
133,1,11,8431
133,1,12,8431
133,2,1,1312
133,2,2,1312
133,2,3,1312
133,2,4,1312
133,2,5,1312
133,2,6,1312
133,2,7,1312
133,2,8,1312
133,2,9,1312
133,2,10,1312
133,2,11,1312
133,2,12,1312
133,3,1,21
133,3,2,21
133,3,3,21
133,3,4,21
133,3,5,21
133,3,6,21
133,3,7,21
133,3,8,21
133,3,9,21
133,3,10,21
133,3,11,21
133,3,12,21
134,1,1,8431
134,1,2,8431
134,1,3,8431
134,1,4,8431
134,1,5,8431
134,1,6,8431
134,1,7,8431
134,1,8,8431
134,1,9,8431
134,1,10,8431
134,1,11,8431
134,1,12,8431
134,2,1,1312
134,2,2,1312
134,2,3,1312
134,2,4,1312
134,2,5,1312
134,2,6,1312
134,2,7,1312
134,2,8,1312
134,2,9,1312
134,2,10,1312
134,2,11,1312
134,2,12,1312
134,3,1,21
134,3,2,21
134,3,3,21
134,3,4,21
134,3,5,21
134,3,6,21
134,3,7,21
134,3,8,21
134,3,9,21
134,3,10,21
134,3,11,21
134,3,12,21
135,1,1,8431
135,1,2,8431
135,1,3,8431
135,1,4,8431
135,1,5,8431
135,1,6,8431
135,1,7,8431
135,1,8,8431
135,1,9,8431
135,1,10,8431
135,1,11,8431
135,1,12,8431
135,2,1,1312
135,2,2,1312
135,2,3,1312
135,2,4,1312
135,2,5,1312
135,2,6,1312
135,2,7,1312
135,2,8,1312
135,2,9,1312
135,2,10,1312
135,2,11,1312
135,2,12,1312
135,3,1,21
135,3,2,21
135,3,3,21
135,3,4,21
135,3,5,21
135,3,6,21
135,3,7,21
135,3,8,21
135,3,9,21
135,3,10,21
135,3,11,21
135,3,12,21
136,1,1,8431
136,1,2,8431
136,1,3,8431
136,1,4,8431
136,1,5,8431
136,1,6,8431
136,1,7,8431
136,1,8,8431
136,1,9,8431
136,1,10,8431
136,1,11,8431
136,1,12,8431
136,2,1,1312
136,2,2,1312
136,2,3,1312
136,2,4,1312
136,2,5,1312
136,2,6,1312
136,2,7,1312
136,2,8,1312
136,2,9,1312
136,2,10,1312
136,2,11,1312
136,2,12,1312
136,3,1,21
136,3,2,21
136,3,3,21
136,3,4,21
136,3,5,21
136,3,6,21
136,3,7,21
136,3,8,21
136,3,9,21
136,3,10,21
136,3,11,21
136,3,12,21
137,1,1,8431
137,1,2,8431
137,1,3,8431
137,1,4,8431
137,1,5,8431
137,1,6,8431
137,1,7,8431
137,1,8,8431
137,1,9,8431
137,1,10,8431
137,1,11,8431
137,1,12,8431
137,2,1,1312
137,2,2,1312
137,2,3,1312
137,2,4,1312
137,2,5,1312
137,2,6,1312
137,2,7,1312
137,2,8,1312
137,2,9,1312
137,2,10,1312
137,2,11,1312
137,2,12,1312
137,3,1,21
137,3,2,21
137,3,3,21
137,3,4,21
137,3,5,21
137,3,6,21
137,3,7,21
137,3,8,21
137,3,9,21
137,3,10,21
137,3,11,21
137,3,12,21
138,1,1,8431
138,1,2,8431
138,1,3,8431
138,1,4,8431
138,1,5,8431
138,1,6,8431
138,1,7,8431
138,1,8,8431
138,1,9,8431
138,1,10,8431
138,1,11,8431
138,1,12,8431
138,2,1,1312
138,2,2,1312
138,2,3,1312
138,2,4,1312
138,2,5,1312
138,2,6,1312
138,2,7,1312
138,2,8,1312
138,2,9,1312
138,2,10,1312
138,2,11,1312
138,2,12,1312
138,3,1,21
138,3,2,21
138,3,3,21
138,3,4,21
138,3,5,21
138,3,6,21
138,3,7,21
138,3,8,21
138,3,9,21
138,3,10,21
138,3,11,21
138,3,12,21
139,1,1,8431
139,1,2,8431
139,1,3,8431
139,1,4,8431
139,1,5,8431
139,1,6,8431
139,1,7,8431
139,1,8,8431
139,1,9,8431
139,1,10,8431
139,1,11,8431
139,1,12,8431
139,2,1,1312
139,2,2,1312
139,2,3,1312
139,2,4,1312
139,2,5,1312
139,2,6,1312
139,2,7,1312
139,2,8,1312
139,2,9,1312
139,2,10,1312
139,2,11,1312
139,2,12,1312
139,3,1,21
139,3,2,21
139,3,3,21
139,3,4,21
139,3,5,21
139,3,6,21
139,3,7,21
139,3,8,21
139,3,9,21
139,3,10,21
139,3,11,21
139,3,12,21
140,1,1,8431
140,1,2,8431
140,1,3,8431
140,1,4,8431
140,1,5,8431
140,1,6,8431
140,1,7,8431
140,1,8,8431
140,1,9,8431
140,1,10,8431
140,1,11,8431
140,1,12,8431
140,2,1,1312
140,2,2,1312
140,2,3,1312
140,2,4,1312
140,2,5,1312
140,2,6,1312
140,2,7,1312
140,2,8,1312
140,2,9,1312
140,2,10,1312
140,2,11,1312
140,2,12,1312
140,3,1,21
140,3,2,21
140,3,3,21
140,3,4,21
140,3,5,21
140,3,6,21
140,3,7,21
140,3,8,21
140,3,9,21
140,3,10,21
140,3,11,21
140,3,12,21
141,1,1,8431
141,1,2,8431
141,1,3,8431
141,1,4,8431
141,1,5,8431
141,1,6,8431
141,1,7,8431
141,1,8,8431
141,1,9,8431
141,1,10,8431
141,1,11,8431
141,1,12,8431
141,2,1,1312
141,2,2,1312
141,2,3,1312
141,2,4,1312
141,2,5,1312
141,2,6,1312
141,2,7,1312
141,2,8,1312
141,2,9,1312
141,2,10,1312
141,2,11,1312
141,2,12,1312
141,3,1,21
141,3,2,21
141,3,3,21
141,3,4,21
141,3,5,21
141,3,6,21
141,3,7,21
141,3,8,21
141,3,9,21
141,3,10,21
141,3,11,21
141,3,12,21
142,1,1,8431
142,1,2,8431
142,1,3,8431
142,1,4,8431
142,1,5,8431
142,1,6,8431
142,1,7,8431
142,1,8,8431
142,1,9,8431
142,1,10,8431
142,1,11,8431
142,1,12,8431
142,2,1,1312
142,2,2,1312
142,2,3,1312
142,2,4,1312
142,2,5,1312
142,2,6,1312
142,2,7,1312
142,2,8,1312
142,2,9,1312
142,2,10,1312
142,2,11,1312
142,2,12,1312
142,3,1,21
142,3,2,21
142,3,3,21
142,3,4,21
142,3,5,21
142,3,6,21
142,3,7,21
142,3,8,21
142,3,9,21
142,3,10,21
142,3,11,21
142,3,12,21
143,1,1,8431
143,1,2,8431
143,1,3,8431
143,1,4,8431
143,1,5,8431
143,1,6,8431
143,1,7,8431
143,1,8,8431
143,1,9,8431
143,1,10,8431
143,1,11,8431
143,1,12,8431
143,2,1,1312
143,2,2,1312
143,2,3,1312
143,2,4,1312
143,2,5,1312
143,2,6,1312
143,2,7,1312
143,2,8,1312
143,2,9,1312
143,2,10,1312
143,2,11,1312
143,2,12,1312
143,3,1,21
143,3,2,21
143,3,3,21
143,3,4,21
143,3,5,21
143,3,6,21
143,3,7,21
143,3,8,21
143,3,9,21
143,3,10,21
143,3,11,21
143,3,12,21
144,1,1,8431
144,1,2,8431
144,1,3,8431
144,1,4,8431
144,1,5,8431
144,1,6,8431
144,1,7,8431
144,1,8,8431
144,1,9,8431
144,1,10,8431
144,1,11,8431
144,1,12,8431
144,2,1,1312
144,2,2,1312
144,2,3,1312
144,2,4,1312
144,2,5,1312
144,2,6,1312
144,2,7,1312
144,2,8,1312
144,2,9,1312
144,2,10,1312
144,2,11,1312
144,2,12,1312
144,3,1,21
144,3,2,21
144,3,3,21
144,3,4,21
144,3,5,21
144,3,6,21
144,3,7,21
144,3,8,21
144,3,9,21
144,3,10,21
144,3,11,21
144,3,12,21
145,1,1,8431
145,1,2,8431
145,1,3,8431
145,1,4,8431
145,1,5,8431
145,1,6,8431
145,1,7,8431
145,1,8,8431
145,1,9,8431
145,1,10,8431
145,1,11,8431
145,1,12,8431
145,2,1,1312
145,2,2,1312
145,2,3,1312
145,2,4,1312
145,2,5,1312
145,2,6,1312
145,2,7,1312
145,2,8,1312
145,2,9,1312
145,2,10,1312
145,2,11,1312
145,2,12,1312
145,3,1,21
145,3,2,21
145,3,3,21
145,3,4,21
145,3,5,21
145,3,6,21
145,3,7,21
145,3,8,21
145,3,9,21
145,3,10,21
145,3,11,21
145,3,12,21
146,1,1,8431
146,1,2,8431
146,1,3,8431
146,1,4,8431
146,1,5,8431
146,1,6,8431
146,1,7,8431
146,1,8,8431
146,1,9,8431
146,1,10,8431
146,1,11,8431
146,1,12,8431
146,2,1,1312
146,2,2,1312
146,2,3,1312
146,2,4,1312
146,2,5,1312
146,2,6,1312
146,2,7,1312
146,2,8,1312
146,2,9,1312
146,2,10,1312
146,2,11,1312
146,2,12,1312
146,3,1,21
146,3,2,21
146,3,3,21
146,3,4,21
146,3,5,21
146,3,6,21
146,3,7,21
146,3,8,21
146,3,9,21
146,3,10,21
146,3,11,21
146,3,12,21
147,1,1,8431
147,1,2,8431
147,1,3,8431
147,1,4,8431
147,1,5,8431
147,1,6,8431
147,1,7,8431
147,1,8,8431
147,1,9,8431
147,1,10,8431
147,1,11,8431
147,1,12,8431
147,2,1,1312
147,2,2,1312
147,2,3,1312
147,2,4,1312
147,2,5,1312
147,2,6,1312
147,2,7,1312
147,2,8,1312
147,2,9,1312
147,2,10,1312
147,2,11,1312
147,2,12,1312
147,3,1,21
147,3,2,21
147,3,3,21
147,3,4,21
147,3,5,21
147,3,6,21
147,3,7,21
147,3,8,21
147,3,9,21
147,3,10,21
147,3,11,21
147,3,12,21
148,1,1,8431
148,1,2,8431
148,1,3,8431
148,1,4,8431
148,1,5,8431
148,1,6,8431
148,1,7,8431
148,1,8,8431
148,1,9,8431
148,1,10,8431
148,1,11,8431
148,1,12,8431
148,2,1,1312
148,2,2,1312
148,2,3,1312
148,2,4,1312
148,2,5,1312
148,2,6,1312
148,2,7,1312
148,2,8,1312
148,2,9,1312
148,2,10,1312
148,2,11,1312
148,2,12,1312
148,3,1,21
148,3,2,21
148,3,3,21
148,3,4,21
148,3,5,21
148,3,6,21
148,3,7,21
148,3,8,21
148,3,9,21
148,3,10,21
148,3,11,21
148,3,12,21
149,1,1,8431
149,1,2,8431
149,1,3,8431
149,1,4,8431
149,1,5,8431
149,1,6,8431
149,1,7,8431
149,1,8,8431
149,1,9,8431
149,1,10,8431
149,1,11,8431
149,1,12,8431
149,2,1,1312
149,2,2,1312
149,2,3,1312
149,2,4,1312
149,2,5,1312
149,2,6,1312
149,2,7,1312
149,2,8,1312
149,2,9,1312
149,2,10,1312
149,2,11,1312
149,2,12,1312
149,3,1,21
149,3,2,21
149,3,3,21
149,3,4,21
149,3,5,21
149,3,6,21
149,3,7,21
149,3,8,21
149,3,9,21
149,3,10,21
149,3,11,21
149,3,12,21
150,1,1,8431
150,1,2,8431
150,1,3,8431
150,1,4,8431
150,1,5,8431
150,1,6,8431
150,1,7,8431
150,1,8,8431
150,1,9,8431
150,1,10,8431
150,1,11,8431
150,1,12,8431
150,2,1,1312
150,2,2,1312
150,2,3,1312
150,2,4,1312
150,2,5,1312
150,2,6,1312
150,2,7,1312
150,2,8,1312
150,2,9,1312
150,2,10,1312
150,2,11,1312
150,2,12,1312
150,3,1,21
150,3,2,21
150,3,3,21
150,3,4,21
150,3,5,21
150,3,6,21
150,3,7,21
150,3,8,21
150,3,9,21
150,3,10,21
150,3,11,21
150,3,12,21
151,1,1,8431
151,1,2,8431
151,1,3,8431
151,1,4,8431
151,1,5,8431
151,1,6,8431
151,1,7,8431
151,1,8,8431
151,1,9,8431
151,1,10,8431
151,1,11,8431
151,1,12,8431
151,2,1,1312
151,2,2,1312
151,2,3,1312
151,2,4,1312
151,2,5,1312
151,2,6,1312
151,2,7,1312
151,2,8,1312
151,2,9,1312
151,2,10,1312
151,2,11,1312
151,2,12,1312
151,3,1,21
151,3,2,21
151,3,3,21
151,3,4,21
151,3,5,21
151,3,6,21
151,3,7,21
151,3,8,21
151,3,9,21
151,3,10,21
151,3,11,21
151,3,12,21
152,1,1,7529
152,1,2,7529
152,1,3,7529
152,1,4,7529
152,1,5,7529
152,1,6,7529
152,1,7,7529
152,1,8,7529
152,1,9,7529
152,1,10,7529
152,1,11,7529
152,1,12,7529
152,2,1,1172
152,2,2,1172
152,2,3,1172
152,2,4,1172
152,2,5,1172
152,2,6,1172
152,2,7,1172
152,2,8,1172
152,2,9,1172
152,2,10,1172
152,2,11,1172
152,2,12,1172
152,3,1,19
152,3,2,19
152,3,3,19
152,3,4,19
152,3,5,19
152,3,6,19
152,3,7,19
152,3,8,19
152,3,9,19
152,3,10,19
152,3,11,19
152,3,12,19
153,1,1,7529
153,1,2,7529
153,1,3,7529
153,1,4,7529
153,1,5,7529
153,1,6,7529
153,1,7,7529
153,1,8,7529
153,1,9,7529
153,1,10,7529
153,1,11,7529
153,1,12,7529
153,2,1,1172
153,2,2,1172
153,2,3,1172
153,2,4,1172
153,2,5,1172
153,2,6,1172
153,2,7,1172
153,2,8,1172
153,2,9,1172
153,2,10,1172
153,2,11,1172
153,2,12,1172
153,3,1,19
153,3,2,19
153,3,3,19
153,3,4,19
153,3,5,19
153,3,6,19
153,3,7,19
153,3,8,19
153,3,9,19
153,3,10,19
153,3,11,19
153,3,12,19
154,1,1,7529
154,1,2,7529
154,1,3,7529
154,1,4,7529
154,1,5,7529
154,1,6,7529
154,1,7,7529
154,1,8,7529
154,1,9,7529
154,1,10,7529
154,1,11,7529
154,1,12,7529
154,2,1,1172
154,2,2,1172
154,2,3,1172
154,2,4,1172
154,2,5,1172
154,2,6,1172
154,2,7,1172
154,2,8,1172
154,2,9,1172
154,2,10,1172
154,2,11,1172
154,2,12,1172
154,3,1,19
154,3,2,19
154,3,3,19
154,3,4,19
154,3,5,19
154,3,6,19
154,3,7,19
154,3,8,19
154,3,9,19
154,3,10,19
154,3,11,19
154,3,12,19
155,1,1,7529
155,1,2,7529
155,1,3,7529
155,1,4,7529
155,1,5,7529
155,1,6,7529
155,1,7,7529
155,1,8,7529
155,1,9,7529
155,1,10,7529
155,1,11,7529
155,1,12,7529
155,2,1,1172
155,2,2,1172
155,2,3,1172
155,2,4,1172
155,2,5,1172
155,2,6,1172
155,2,7,1172
155,2,8,1172
155,2,9,1172
155,2,10,1172
155,2,11,1172
155,2,12,1172
155,3,1,19
155,3,2,19
155,3,3,19
155,3,4,19
155,3,5,19
155,3,6,19
155,3,7,19
155,3,8,19
155,3,9,19
155,3,10,19
155,3,11,19
155,3,12,19
156,1,1,7529
156,1,2,7529
156,1,3,7529
156,1,4,7529
156,1,5,7529
156,1,6,7529
156,1,7,7529
156,1,8,7529
156,1,9,7529
156,1,10,7529
156,1,11,7529
156,1,12,7529
156,2,1,1172
156,2,2,1172
156,2,3,1172
156,2,4,1172
156,2,5,1172
156,2,6,1172
156,2,7,1172
156,2,8,1172
156,2,9,1172
156,2,10,1172
156,2,11,1172
156,2,12,1172
156,3,1,19
156,3,2,19
156,3,3,19
156,3,4,19
156,3,5,19
156,3,6,19
156,3,7,19
156,3,8,19
156,3,9,19
156,3,10,19
156,3,11,19
156,3,12,19
157,1,1,7529
157,1,2,7529
157,1,3,7529
157,1,4,7529
157,1,5,7529
157,1,6,7529
157,1,7,7529
157,1,8,7529
157,1,9,7529
157,1,10,7529
157,1,11,7529
157,1,12,7529
157,2,1,1172
157,2,2,1172
157,2,3,1172
157,2,4,1172
157,2,5,1172
157,2,6,1172
157,2,7,1172
157,2,8,1172
157,2,9,1172
157,2,10,1172
157,2,11,1172
157,2,12,1172
157,3,1,19
157,3,2,19
157,3,3,19
157,3,4,19
157,3,5,19
157,3,6,19
157,3,7,19
157,3,8,19
157,3,9,19
157,3,10,19
157,3,11,19
157,3,12,19
158,1,1,7529
158,1,2,7529
158,1,3,7529
158,1,4,7529
158,1,5,7529
158,1,6,7529
158,1,7,7529
158,1,8,7529
158,1,9,7529
158,1,10,7529
158,1,11,7529
158,1,12,7529
158,2,1,1172
158,2,2,1172
158,2,3,1172
158,2,4,1172
158,2,5,1172
158,2,6,1172
158,2,7,1172
158,2,8,1172
158,2,9,1172
158,2,10,1172
158,2,11,1172
158,2,12,1172
158,3,1,19
158,3,2,19
158,3,3,19
158,3,4,19
158,3,5,19
158,3,6,19
158,3,7,19
158,3,8,19
158,3,9,19
158,3,10,19
158,3,11,19
158,3,12,19
159,1,1,7529
159,1,2,7529
159,1,3,7529
159,1,4,7529
159,1,5,7529
159,1,6,7529
159,1,7,7529
159,1,8,7529
159,1,9,7529
159,1,10,7529
159,1,11,7529
159,1,12,7529
159,2,1,1172
159,2,2,1172
159,2,3,1172
159,2,4,1172
159,2,5,1172
159,2,6,1172
159,2,7,1172
159,2,8,1172
159,2,9,1172
159,2,10,1172
159,2,11,1172
159,2,12,1172
159,3,1,19
159,3,2,19
159,3,3,19
159,3,4,19
159,3,5,19
159,3,6,19
159,3,7,19
159,3,8,19
159,3,9,19
159,3,10,19
159,3,11,19
159,3,12,19
160,1,1,7529
160,1,2,7529
160,1,3,7529
160,1,4,7529
160,1,5,7529
160,1,6,7529
160,1,7,7529
160,1,8,7529
160,1,9,7529
160,1,10,7529
160,1,11,7529
160,1,12,7529
160,2,1,1172
160,2,2,1172
160,2,3,1172
160,2,4,1172
160,2,5,1172
160,2,6,1172
160,2,7,1172
160,2,8,1172
160,2,9,1172
160,2,10,1172
160,2,11,1172
160,2,12,1172
160,3,1,19
160,3,2,19
160,3,3,19
160,3,4,19
160,3,5,19
160,3,6,19
160,3,7,19
160,3,8,19
160,3,9,19
160,3,10,19
160,3,11,19
160,3,12,19
161,1,1,7529
161,1,2,7529
161,1,3,7529
161,1,4,7529
161,1,5,7529
161,1,6,7529
161,1,7,7529
161,1,8,7529
161,1,9,7529
161,1,10,7529
161,1,11,7529
161,1,12,7529
161,2,1,1172
161,2,2,1172
161,2,3,1172
161,2,4,1172
161,2,5,1172
161,2,6,1172
161,2,7,1172
161,2,8,1172
161,2,9,1172
161,2,10,1172
161,2,11,1172
161,2,12,1172
161,3,1,19
161,3,2,19
161,3,3,19
161,3,4,19
161,3,5,19
161,3,6,19
161,3,7,19
161,3,8,19
161,3,9,19
161,3,10,19
161,3,11,19
161,3,12,19
162,1,1,7529
162,1,2,7529
162,1,3,7529
162,1,4,7529
162,1,5,7529
162,1,6,7529
162,1,7,7529
162,1,8,7529
162,1,9,7529
162,1,10,7529
162,1,11,7529
162,1,12,7529
162,2,1,1172
162,2,2,1172
162,2,3,1172
162,2,4,1172
162,2,5,1172
162,2,6,1172
162,2,7,1172
162,2,8,1172
162,2,9,1172
162,2,10,1172
162,2,11,1172
162,2,12,1172
162,3,1,19
162,3,2,19
162,3,3,19
162,3,4,19
162,3,5,19
162,3,6,19
162,3,7,19
162,3,8,19
162,3,9,19
162,3,10,19
162,3,11,19
162,3,12,19
163,1,1,7529
163,1,2,7529
163,1,3,7529
163,1,4,7529
163,1,5,7529
163,1,6,7529
163,1,7,7529
163,1,8,7529
163,1,9,7529
163,1,10,7529
163,1,11,7529
163,1,12,7529
163,2,1,1172
163,2,2,1172
163,2,3,1172
163,2,4,1172
163,2,5,1172
163,2,6,1172
163,2,7,1172
163,2,8,1172
163,2,9,1172
163,2,10,1172
163,2,11,1172
163,2,12,1172
163,3,1,19
163,3,2,19
163,3,3,19
163,3,4,19
163,3,5,19
163,3,6,19
163,3,7,19
163,3,8,19
163,3,9,19
163,3,10,19
163,3,11,19
163,3,12,19
164,1,1,7529
164,1,2,7529
164,1,3,7529
164,1,4,7529
164,1,5,7529
164,1,6,7529
164,1,7,7529
164,1,8,7529
164,1,9,7529
164,1,10,7529
164,1,11,7529
164,1,12,7529
164,2,1,1172
164,2,2,1172
164,2,3,1172
164,2,4,1172
164,2,5,1172
164,2,6,1172
164,2,7,1172
164,2,8,1172
164,2,9,1172
164,2,10,1172
164,2,11,1172
164,2,12,1172
164,3,1,19
164,3,2,19
164,3,3,19
164,3,4,19
164,3,5,19
164,3,6,19
164,3,7,19
164,3,8,19
164,3,9,19
164,3,10,19
164,3,11,19
164,3,12,19
165,1,1,7529
165,1,2,7529
165,1,3,7529
165,1,4,7529
165,1,5,7529
165,1,6,7529
165,1,7,7529
165,1,8,7529
165,1,9,7529
165,1,10,7529
165,1,11,7529
165,1,12,7529
165,2,1,1172
165,2,2,1172
165,2,3,1172
165,2,4,1172
165,2,5,1172
165,2,6,1172
165,2,7,1172
165,2,8,1172
165,2,9,1172
165,2,10,1172
165,2,11,1172
165,2,12,1172
165,3,1,19
165,3,2,19
165,3,3,19
165,3,4,19
165,3,5,19
165,3,6,19
165,3,7,19
165,3,8,19
165,3,9,19
165,3,10,19
165,3,11,19
165,3,12,19
166,1,1,7529
166,1,2,7529
166,1,3,7529
166,1,4,7529
166,1,5,7529
166,1,6,7529
166,1,7,7529
166,1,8,7529
166,1,9,7529
166,1,10,7529
166,1,11,7529
166,1,12,7529
166,2,1,1172
166,2,2,1172
166,2,3,1172
166,2,4,1172
166,2,5,1172
166,2,6,1172
166,2,7,1172
166,2,8,1172
166,2,9,1172
166,2,10,1172
166,2,11,1172
166,2,12,1172
166,3,1,19
166,3,2,19
166,3,3,19
166,3,4,19
166,3,5,19
166,3,6,19
166,3,7,19
166,3,8,19
166,3,9,19
166,3,10,19
166,3,11,19
166,3,12,19
167,1,1,7529
167,1,2,7529
167,1,3,7529
167,1,4,7529
167,1,5,7529
167,1,6,7529
167,1,7,7529
167,1,8,7529
167,1,9,7529
167,1,10,7529
167,1,11,7529
167,1,12,7529
167,2,1,1172
167,2,2,1172
167,2,3,1172
167,2,4,1172
167,2,5,1172
167,2,6,1172
167,2,7,1172
167,2,8,1172
167,2,9,1172
167,2,10,1172
167,2,11,1172
167,2,12,1172
167,3,1,19
167,3,2,19
167,3,3,19
167,3,4,19
167,3,5,19
167,3,6,19
167,3,7,19
167,3,8,19
167,3,9,19
167,3,10,19
167,3,11,19
167,3,12,19
168,1,1,7529
168,1,2,7529
168,1,3,7529
168,1,4,7529
168,1,5,7529
168,1,6,7529
168,1,7,7529
168,1,8,7529
168,1,9,7529
168,1,10,7529
168,1,11,7529
168,1,12,7529
168,2,1,1172
168,2,2,1172
168,2,3,1172
168,2,4,1172
168,2,5,1172
168,2,6,1172
168,2,7,1172
168,2,8,1172
168,2,9,1172
168,2,10,1172
168,2,11,1172
168,2,12,1172
168,3,1,19
168,3,2,19
168,3,3,19
168,3,4,19
168,3,5,19
168,3,6,19
168,3,7,19
168,3,8,19
168,3,9,19
168,3,10,19
168,3,11,19
168,3,12,19
169,1,1,7529
169,1,2,7529
169,1,3,7529
169,1,4,7529
169,1,5,7529
169,1,6,7529
169,1,7,7529
169,1,8,7529
169,1,9,7529
169,1,10,7529
169,1,11,7529
169,1,12,7529
169,2,1,1172
169,2,2,1172
169,2,3,1172
169,2,4,1172
169,2,5,1172
169,2,6,1172
169,2,7,1172
169,2,8,1172
169,2,9,1172
169,2,10,1172
169,2,11,1172
169,2,12,1172
169,3,1,19
169,3,2,19
169,3,3,19
169,3,4,19
169,3,5,19
169,3,6,19
169,3,7,19
169,3,8,19
169,3,9,19
169,3,10,19
169,3,11,19
169,3,12,19
170,1,1,7529
170,1,2,7529
170,1,3,7529
170,1,4,7529
170,1,5,7529
170,1,6,7529
170,1,7,7529
170,1,8,7529
170,1,9,7529
170,1,10,7529
170,1,11,7529
170,1,12,7529
170,2,1,1172
170,2,2,1172
170,2,3,1172
170,2,4,1172
170,2,5,1172
170,2,6,1172
170,2,7,1172
170,2,8,1172
170,2,9,1172
170,2,10,1172
170,2,11,1172
170,2,12,1172
170,3,1,19
170,3,2,19
170,3,3,19
170,3,4,19
170,3,5,19
170,3,6,19
170,3,7,19
170,3,8,19
170,3,9,19
170,3,10,19
170,3,11,19
170,3,12,19
171,1,1,7529
171,1,2,7529
171,1,3,7529
171,1,4,7529
171,1,5,7529
171,1,6,7529
171,1,7,7529
171,1,8,7529
171,1,9,7529
171,1,10,7529
171,1,11,7529
171,1,12,7529
171,2,1,1172
171,2,2,1172
171,2,3,1172
171,2,4,1172
171,2,5,1172
171,2,6,1172
171,2,7,1172
171,2,8,1172
171,2,9,1172
171,2,10,1172
171,2,11,1172
171,2,12,1172
171,3,1,19
171,3,2,19
171,3,3,19
171,3,4,19
171,3,5,19
171,3,6,19
171,3,7,19
171,3,8,19
171,3,9,19
171,3,10,19
171,3,11,19
171,3,12,19
172,1,1,7529
172,1,2,7529
172,1,3,7529
172,1,4,7529
172,1,5,7529
172,1,6,7529
172,1,7,7529
172,1,8,7529
172,1,9,7529
172,1,10,7529
172,1,11,7529
172,1,12,7529
172,2,1,1172
172,2,2,1172
172,2,3,1172
172,2,4,1172
172,2,5,1172
172,2,6,1172
172,2,7,1172
172,2,8,1172
172,2,9,1172
172,2,10,1172
172,2,11,1172
172,2,12,1172
172,3,1,19
172,3,2,19
172,3,3,19
172,3,4,19
172,3,5,19
172,3,6,19
172,3,7,19
172,3,8,19
172,3,9,19
172,3,10,19
172,3,11,19
172,3,12,19
173,1,1,7529
173,1,2,7529
173,1,3,7529
173,1,4,7529
173,1,5,7529
173,1,6,7529
173,1,7,7529
173,1,8,7529
