,Name,Value
357,"Iit[1,355]",0.0
358,"Iit[1,356]",3254.0
359,"Iit[1,357]",3254.0
360,"Iit[1,358]",13016.0
361,"Iit[1,359]",3254.0
362,"Iit[1,360]",3254.0
363,"Iit[1,361]",3254.0
364,"Iit[1,362]",3513.0
365,"Iit[1,363]",7026.0
366,"Iit[1,364]",7026.0
367,"Iit[1,365]",0.0
368,"Iit[1,366]",28104.0
369,"Iit[1,367]",7026.0
370,"Iit[1,368]",7026.0
371,"Iit[1,369]",7026.0
372,"Iit[1,370]",7099.0
373,"Iit[1,371]",7026.0
374,"Iit[1,372]",-0.0
375,"Iit[1,373]",-0.0
376,"Iit[1,374]",0.0
377,"Iit[1,375]",7026.0
378,"Iit[1,376]",0.0
379,"Iit[1,377]",3747.0
380,"Iit[1,378]",-0.0
381,"Iit[1,379]",-0.0
382,"Iit[1,380]",7494.0
383,"Iit[1,381]",-0.0
384,"Iit[1,382]",7494.0
385,"Iit[1,383]",3747.0
386,"Iit[1,384]",7494.0
387,"Iit[1,385]",7494.0
388,"Iit[1,386]",7494.0
389,"Iit[1,387]",3747.0
390,"Iit[1,388]",12280.0
391,"Iit[1,389]",-0.0
392,"Iit[1,390]",-0.0
393,"Iit[1,391]",3747.0
394,"Iit[1,392]",7494.0
395,"Iit[1,393]",3747.0
396,"Iit[1,394]",7494.0
397,"Iit[1,395]",3747.0
398,"Iit[1,396]",7494.0
399,"Iit[1,397]",3747.0
400,"Iit[1,398]",7494.0
401,"Iit[1,399]",3747.0
402,"Iit[1,400]",3747.0
403,"Iit[1,401]",0.0
404,"Iit[1,402]",-0.0
405,"Iit[1,403]",218.0
406,"Iit[1,404]",-0.0
407,"Iit[1,405]",3747.0
408,"Iit[1,406]",3747.0
409,"Iit[1,407]",5476.0
410,"Iit[1,408]",10829.0
411,"Iit[1,409]",3747.0
412,"Iit[1,410]",4611.0
413,"Iit[1,411]",3747.0
414,"Iit[1,412]",7494.0
415,"Iit[1,413]",7494.0
416,"Iit[1,414]",-0.0
