1,1.1,13015
1,2,13015
1,3,13015
1,4,13015
1,5,13015
1,6,13015
1,8,13015
1,9,13015
1,10,13015
2,11,5407
2,12,5407
2,14,5407
2,15,5407
2,16,5407
2,64,8272
2,65,8272
3,13,5407
3,17,9799
3,18,9799
3,19,9799
3,20,9799
3,21,9799
3,22,9799
3,23,9799
3,24,9799
3,25,9799
3,26,9799
3,27,9799
3,77,7894
3,88,7894
3,89,7894
3,91,7894
3,92,7894
3,94,7181
3,95,7181
3,96,7181
3,97,7181
3,98,7181
3,99,7181
3,103,7181
4,29,7850
4,32,7850
4,33,7850
4,34,7850
4,35,7850
4,40,7850
5,41,7238
5,42,7238
5,43,7238
5,45,7238
5,46,7238
5,47,7238
5,48,7238
5,93,7181
6,36,7850
6,72,8272
6,73,8272
6,75,8272
6,76,8272
7,59,7238
7,60,8272
7,62,8272
7,63,8272
7,66,8272
7,81,7894
7,82,7894
7,83,7894
8,68,8272
8,69,8272
8,70,8272
8,71,8272
8,85,7894
8,86,7894
9,7,13015
9,50,7238
9,51,7238
9,52,7238
9,53,7238
9,104,9113
9,105,9113
9,106,9113
9,107,9113
9,108,9113
9,109,9113
9,110,9113
9,111,9113
9,112,9113
9,113,9113
9,114,9113
9,115,9113
9,116,9113
9,117,9113
9,119,9113
9,120,9113
9,121,9113
9,122,9113
9,123,9113
10,126,8431
10,128,8431
10,129,8431
10,130,8431
10,131,8431
10,132,8431
10,133,8431
10,135,8431
10,136,8431
10,138,8431
10,140,8431
10,141,8431
10,142,8431
10,143,8431
10,144,8431
10,147,8431
10,148,8431
10,149,2281
10,150,8431
10,151,8431
