"SVS/DVS","Araria , Bihar, India","Arwal , Bihar, India","Aurangabad , Bihar, India","Banka , Bihar, India","Begusarai , Bihar, India","Bhagalpur , Bihar, India","Bhojpur , Bihar, India","Buxar , Bihar, India","Darbhanga , Bihar, India","East Champaran , Bihar, India","Gaya , Bihar, India","Gopalganj , Bihar, India","Jamui , Bihar, India","Jehanabad , Bihar, India","Kaimur , Bihar, India","Katihar , Bihar, India","Khagaria , Bihar, India","Kishanganj , Bihar, India","Lakhisarai , Bihar, India","Madhepura , Bihar, India","Madhubani , Bihar, India","Munger , Bihar, India","Muzaffarpur , Bihar, India","Nalanda , Bihar, India","Nawada , Bihar, India","Patna , Bihar, India","Purnia , Bihar, India","Rohtas , Bihar, India","Saharsa , Bihar, India","Samastipur , Bihar, India","Saran , Bihar, India","Sheikhpura , Bihar, India","Sheohar , Bihar, India","Sitamarhi , Bihar, India","Siwan , Bihar, India","Supaul , Bihar, India","Vaishali , Bihar, India","West Champaran , Bihar, India"
"Patna , Bihar, India",330.261,58.706,128.996,276.096,135.567,261.34,48.819,121.644,151.937,161.873,92.841,144.515,168.243,46.816,181.793,311.327,177.64,401.651,143.393,218.276,183.342,199.182,83.724,89.14,113.984,0,316.931,201.954,196.375,96.55,109.72,120.394,134.781,140.075,128.109,273.937,60.69,245.457
