"SVS/RVS","Aurangabad , Bihar, India","Bhagalpur , Bihar, India","Darbhanga , Bihar, India","East Champaran , Bihar, India","Muzaffarpur , Bihar, India","Nalanda , Bihar, India","Purnia , Bihar, India","Saharsa , Bihar, India","Saran , Bihar, India"
"Patna , Bihar, India",128.996,254.265,147.87,161.87,83.707,89.138,381.17,202.309,106.56
