433,Patna ,Dhanarua PHC,"Dhanarua PHC, Patna "
434,Patna ,Dulhinbazar PHC,"Dulhinbazar PHC, Patna "
435,Patna ,Fatuha PHC,"Fatuha PHC, Patna "
436,Patna ,Gardanibagh UHC,"Gardanibagh UHC, Patna "
437,Patna ,GGS Patna City UHC,"GGS Patna City UHC, Patna "
438,Patna ,Ghoswari PHC,"Ghoswari PHC, Patna "
439,Patna ,Gulzarbagh Dispensary UHC,"Gulzarbagh Dispensary UHC, Patna "
440,Patna ,Jai Prabha UHC,"Jai Prabha UHC, Patna "
441,Patna ,Kankarbagh Dispensary UHC,"Kankarbagh Dispensary UHC, Patna "
442,Patna ,Khushrupur PHC,"Khushrupur PHC, Patna "
443,Patna ,Maner PHC,"Maner PHC, Patna "
444,Patna ,Marufganj Dispensary UHC,"Marufganj Dispensary UHC, Patna "
445,Patna ,Masaurhi PHC,"Masaurhi PHC, Patna "
446,Patna ,Mokama PHC,"Mokama PHC, Patna "
447,Patna ,Naubatpur PHC,"Naubatpur PHC, Patna "
448,Patna ,New Gardiner Road UHC,"New Gardiner Road UHC, Patna "
449,Patna ,Paliganj PHC,"Paliganj PHC, Patna "
450,Patna ,Pandarak PHC,"Pandarak PHC, Patna "
451,Patna ,NMCH,"NMCH, Patna "
452,Patna ,PMCH,"PMCH, Patna "
453,Patna ,Patna Sadar PHC,"Patna Sadar PHC, Patna "
454,Patna ,Phulwarisharif PHC,"Phulwarisharif PHC, Patna "
455,Patna ,Punpun PHC,"Punpun PHC, Patna "
456,Patna ,Rajbanshi Nagar UHC,"Rajbanshi Nagar UHC, Patna "
457,Patna ,Rajendra Nagar UHC,"Rajendra Nagar UHC, Patna "
458,Patna ,Sampatchak PHC,"Sampatchak PHC, Patna "
459,Patna ,Barh SDH,"Barh SDH, Patna "
460,Patna ,Danapur SDH,"Danapur SDH, Patna "
461,Patna ,Masaurhi SDH,"Masaurhi SDH, Patna "
462,Purnia ,Amour Referral Hospital,"Amour Referral Hospital, Purnia "
463,Purnia ,Baisa PHC,"Baisa PHC, Purnia "
464,Purnia ,Baisee PHC,"Baisee PHC, Purnia "
465,Purnia ,Banmankhi SDH,"Banmankhi SDH, Purnia "
466,Purnia ,Barhara Kothi PHC,"Barhara Kothi PHC, Purnia "
467,Purnia ,Bhawanipur PHC,"Bhawanipur PHC, Purnia "
468,Purnia ,Dagarua PHC,"Dagarua PHC, Purnia "
469,Purnia ,Dhamdaha Referral Hospital,"Dhamdaha Referral Hospital, Purnia "
470,Purnia ,Jalalgarh PHC,"Jalalgarh PHC, Purnia "
471,Purnia ,Jankinagar APHC,"Jankinagar APHC, Purnia "
472,Purnia ,Kasba PHC,"Kasba PHC, Purnia "
473,Purnia ,Krityanand Nagar PHC,"Krityanand Nagar PHC, Purnia "
474,Purnia ,Mohanpur APHC,"Mohanpur APHC, Purnia "
475,Purnia ,Sadar Hospital DH,"Sadar Hospital DH, Purnia "
476,Purnia ,Purnia East Rural PHC,"Purnia East Rural PHC, Purnia "
477,Purnia ,Purnia East Urban PHC,"Purnia East Urban PHC, Purnia "
478,Purnia ,Rupauli Referral Hospital,"Rupauli Referral Hospital, Purnia "
479,Purnia ,Sarsi PHC,"Sarsi PHC, Purnia "
480,Purnia ,Shrinagar PHC,"Shrinagar PHC, Purnia "
481,Rohtas ,Akori Gola PHC,"Akori Gola PHC, Rohtas "
482,Rohtas ,Bikramganj PHC,"Bikramganj PHC, Rohtas "
483,Rohtas ,Chenari PHC,"Chenari PHC, Rohtas "
484,Rohtas ,Dawath PHC,"Dawath PHC, Rohtas "
485,Rohtas ,Dehri PHC,"Dehri PHC, Rohtas "
486,Rohtas ,Dinara PHC,"Dinara PHC, Rohtas "
487,Rohtas ,Karakat PHC,"Karakat PHC, Rohtas "
488,Rohtas ,Kargahar PHC,"Kargahar PHC, Rohtas "
489,Rohtas ,Kochas PHC,"Kochas PHC, Rohtas "
490,Rohtas ,Nasriganj PHC,"Nasriganj PHC, Rohtas "
491,Rohtas ,Nauhatta PHC,"Nauhatta PHC, Rohtas "
492,Rohtas ,Nokha PHC,"Nokha PHC, Rohtas "
493,Rohtas ,Rajpur PHC,"Rajpur PHC, Rohtas "
494,Rohtas ,Rohtas PHC,"Rohtas PHC, Rohtas "
495,Rohtas ,Sanjhauli PHC,"Sanjhauli PHC, Rohtas "
496,Rohtas ,Sasaram PHC,"Sasaram PHC, Rohtas "
497,Rohtas ,Sheosagar PHC,"Sheosagar PHC, Rohtas "
498,Rohtas ,Suryapura PHC,"Suryapura PHC, Rohtas "
499,Rohtas ,Tilouthu PHC,"Tilouthu PHC, Rohtas "
500,Saharsa ,Banma Itahari PHC,"Banma Itahari PHC, Saharsa "
501,Saharsa ,Saharsa Sadar PHC,"Saharsa Sadar PHC, Saharsa "
502,Saharsa ,Mahishi PHC,"Mahishi PHC, Saharsa "
503,Saharsa ,Nauhatta PHC,"Nauhatta PHC, Saharsa "
504,Saharsa ,Panchgachhiya PHC,"Panchgachhiya PHC, Saharsa "
505,Saharsa ,Patarghat PHC,"Patarghat PHC, Saharsa "
506,Saharsa ,Saharsa Urban PHC,"Saharsa Urban PHC, Saharsa "
507,Saharsa ,Salkhua PHC,"Salkhua PHC, Saharsa "
508,Saharsa ,Simari Bakhtiyarpur PHC,"Simari Bakhtiyarpur PHC, Saharsa "
509,Saharsa ,Sonbarsa PHC,"Sonbarsa PHC, Saharsa "
510,Saharsa ,Sourbazar PHC,"Sourbazar PHC, Saharsa "
511,Samastipur ,Bibhutipur PHC,"Bibhutipur PHC, Samastipur "
512,Samastipur ,Bithan PHC,"Bithan PHC, Samastipur "
513,Samastipur ,Dalsinghsarai PHC,"Dalsinghsarai PHC, Samastipur "
514,Samastipur ,Hasanpur PHC,"Hasanpur PHC, Samastipur "
515,Samastipur ,Kalyanpur PHC,"Kalyanpur PHC, Samastipur "
516,Samastipur ,Khanpur PHC,"Khanpur PHC, Samastipur "
517,Samastipur ,Mohanpur PHC,"Mohanpur PHC, Samastipur "
518,Samastipur ,Mohauiddinagar PHC,"Mohauiddinagar PHC, Samastipur "
519,Samastipur ,Morwa PHC,"Morwa PHC, Samastipur "
520,Samastipur ,Patori PHC,"Patori PHC, Samastipur "
521,Samastipur ,Pusa PHC,"Pusa PHC, Samastipur "
522,Samastipur ,Rosera PHC,"Rosera PHC, Samastipur "
523,Samastipur ,Samastipur PHC,"Samastipur PHC, Samastipur "
524,Samastipur ,Samastipur Urban,"Samastipur Urban, Samastipur "
525,Samastipur ,Sarairanjan PHC,"Sarairanjan PHC, Samastipur "
526,Samastipur ,Shivajinagar PHC,"Shivajinagar PHC, Samastipur "
527,Samastipur ,Singhia PHC,"Singhia PHC, Samastipur "
528,Samastipur ,Tajpur PHC,"Tajpur PHC, Samastipur "
529,Samastipur ,Ujiarpur PHC,"Ujiarpur PHC, Samastipur "
530,Samastipur ,Vidyapatinagar PHC,"Vidyapatinagar PHC, Samastipur "
531,Samastipur ,Warishnagar PHC,"Warishnagar PHC, Samastipur "
532,Saran ,Amnour CHC,"Amnour CHC, Saran "
533,Saran ,Baniyapur Referal Hospital RH,"Baniyapur Referal Hospital RH, Saran "
534,Saran ,Dariyapur PHC,"Dariyapur PHC, Saran "
535,Saran ,Dighwara CHC,"Dighwara CHC, Saran "
536,Saran ,Ekma CHC,"Ekma CHC, Saran "
537,Saran ,Garkha CHC,"Garkha CHC, Saran "
538,Saran ,Isuwapur PHC,"Isuwapur PHC, Saran "
539,Saran ,Jalalpur CHC,"Jalalpur CHC, Saran "
540,Saran ,Lahladpur PHC,"Lahladpur PHC, Saran "
541,Saran ,Maker PHC,"Maker PHC, Saran "
542,Saran ,Manjhi CHC,"Manjhi CHC, Saran "
543,Saran ,Marhaura PHC,"Marhaura PHC, Saran "
544,Saran ,Mashrakh CHC,"Mashrakh CHC, Saran "
545,Saran ,Nagra PHC,"Nagra PHC, Saran "
546,Saran ,Panapur PHC,"Panapur PHC, Saran "
547,Saran ,Parsa CHC,"Parsa CHC, Saran "
548,Saran ,Revilgang CHC,"Revilgang CHC, Saran "
549,Saran ,Sadar Block PHC,"Sadar Block PHC, Saran "
550,Saran ,Sadar Hospital Saran DH,"Sadar Hospital Saran DH, Saran "
551,Saran ,Sonpur CHC,"Sonpur CHC, Saran "
552,Saran ,Taraiya PHC,"Taraiya PHC, Saran "
553,Sheikhpura ,Barbigha RH,"Barbigha RH, Sheikhpura "
554,Sheikhpura ,Chewara PHC,"Chewara PHC, Sheikhpura "
555,Sheikhpura ,Ghatkumbha PHC,"Ghatkumbha PHC, Sheikhpura "
556,Sheikhpura ,Ariyari PHC,"Ariyari PHC, Sheikhpura "
557,Sheikhpura ,Sekhopursarai PHC,"Sekhopursarai PHC, Sheikhpura "
558,Sheikhpura ,Seikhpura DH,"Seikhpura DH, Sheikhpura "
559,Sheikhpura ,Sheikhpura PHC,"Sheikhpura PHC, Sheikhpura "
560,Sheohar ,Dumri Katsari PHC,"Dumri Katsari PHC, Sheohar "
561,Sheohar ,Sheohar Sadar PHC,"Sheohar Sadar PHC, Sheohar "
562,Sheohar ,Piprahi PHC,"Piprahi PHC, Sheohar "
563,Sheohar ,Purnahiya PHC,"Purnahiya PHC, Sheohar "
564,Sheohar ,Sheohar DH,"Sheohar DH, Sheohar "
565,Sheohar ,Tariyani PHC,"Tariyani PHC, Sheohar "
566,Sitamarhi ,Bairginiya PHC,"Bairginiya PHC, Sitamarhi "
567,Sitamarhi ,Bangaon PHC,"Bangaon PHC, Sitamarhi "
568,Sitamarhi ,Bathnaha PHC,"Bathnaha PHC, Sitamarhi "
569,Sitamarhi ,Belsand PHC,"Belsand PHC, Sitamarhi "
570,Sitamarhi ,Bokhara PHC,"Bokhara PHC, Sitamarhi "
571,Sitamarhi ,Choraut PHC,"Choraut PHC, Sitamarhi "
572,Sitamarhi ,Dumra PHC,"Dumra PHC, Sitamarhi "
573,Sitamarhi ,Mejorganj PHC,"Mejorganj PHC, Sitamarhi "
574,Sitamarhi ,Nanpur PHC,"Nanpur PHC, Sitamarhi "
575,Sitamarhi ,Parihar PHC,"Parihar PHC, Sitamarhi "
576,Sitamarhi ,Parsauni PHC,"Parsauni PHC, Sitamarhi "
577,Sitamarhi ,Pupri PHC,"Pupri PHC, Sitamarhi "
578,Sitamarhi ,Riga PHC,"Riga PHC, Sitamarhi "
579,Sitamarhi ,Runnisaidpur PHC,"Runnisaidpur PHC, Sitamarhi "
580,Sitamarhi ,Sitamarhi DH,"Sitamarhi DH, Sitamarhi "
581,Sitamarhi ,Sonbarsa PHC,"Sonbarsa PHC, Sitamarhi "
582,Sitamarhi ,Suppi PHC,"Suppi PHC, Sitamarhi "
583,Sitamarhi ,Sursand PHC,"Sursand PHC, Sitamarhi "
584,Siwan ,Andar PHC,"Andar PHC, Siwan "
585,Siwan ,Barharya PHC,"Barharya PHC, Siwan "
586,Siwan ,Basantpur PHC,"Basantpur PHC, Siwan "
587,Siwan ,Bhagwanpur PHC,"Bhagwanpur PHC, Siwan "
588,Siwan ,Darauli PHC,"Darauli PHC, Siwan "
589,Siwan ,Daraunda PHC,"Daraunda PHC, Siwan "
590,Siwan ,Goriyakothi PHC,"Goriyakothi PHC, Siwan "
591,Siwan ,Guthani PHC,"Guthani PHC, Siwan "
592,Siwan ,Hasanpur PHC,"Hasanpur PHC, Siwan "
593,Siwan ,Hussainganj PHC,"Hussainganj PHC, Siwan "
594,Siwan ,Jeeradei PHC,"Jeeradei PHC, Siwan "
595,Siwan ,Lakarinabiganj PHC,"Lakarinabiganj PHC, Siwan "
596,Siwan ,Maharajganj PHC,"Maharajganj PHC, Siwan "
597,Siwan ,Mairwa PHC,"Mairwa PHC, Siwan "
598,Siwan ,Nautan PHC,"Nautan PHC, Siwan "
599,Siwan ,Pachrukhi PHC,"Pachrukhi PHC, Siwan "
600,Siwan ,Raghunathpur PHC,"Raghunathpur PHC, Siwan "
601,Siwan ,Siswan PHC,"Siswan PHC, Siwan "
602,Siwan ,Sadar Block PHC,"Sadar Block PHC, Siwan "
603,Siwan ,Siwan Sadar Hospital DH,"Siwan Sadar Hospital DH, Siwan "
604,Supaul ,Balua Bazar APHC,"Balua Bazar APHC, Supaul "
605,Supaul ,Basantpur PHC,"Basantpur PHC, Supaul "
606,Supaul ,Chattapur PHC,"Chattapur PHC, Supaul "
607,Supaul ,Kishanpur PHC,"Kishanpur PHC, Supaul "
608,Supaul ,Kunauli APHC,"Kunauli APHC, Supaul "
609,Supaul ,Marauna PHC,"Marauna PHC, Supaul "
610,Supaul ,Nirmali PHC,"Nirmali PHC, Supaul "
611,Supaul ,Pipra PHC,"Pipra PHC, Supaul "
612,Supaul ,Pratapganj PHC,"Pratapganj PHC, Supaul "
613,Supaul ,Raghopur PHC,"Raghopur PHC, Supaul "
614,Supaul ,S. Bhaptiyahe PHC,"S. Bhaptiyahe PHC, Supaul "
615,Supaul ,Sadar Block Supaul PHC,"Sadar Block Supaul PHC, Supaul "
616,Supaul ,Triveniganj PHC,"Triveniganj PHC, Supaul "
617,Vaishali ,Bhagwanpur PHC,"Bhagwanpur PHC, Vaishali "
618,Vaishali ,Bidupur PHC,"Bidupur PHC, Vaishali "
619,Vaishali ,Chehra Kala PHC,"Chehra Kala PHC, Vaishali "
620,Vaishali ,Desri PHC,"Desri PHC, Vaishali "
621,Vaishali ,Goraul PHC,"Goraul PHC, Vaishali "
622,Vaishali ,Hajipur DH,"Hajipur DH, Vaishali "
623,Vaishali ,Hajipur PHC,"Hajipur PHC, Vaishali "
624,Vaishali ,Jandaha PHC,"Jandaha PHC, Vaishali "
625,Vaishali ,LALGANJ PHC,"LALGANJ PHC, Vaishali "
626,Vaishali ,Mahnar PHC,"Mahnar PHC, Vaishali "
627,Vaishali ,Mahua PHC,"Mahua PHC, Vaishali "
628,Vaishali ,Patepur PHC,"Patepur PHC, Vaishali "
629,Vaishali ,Paterhi Belsar PHC,"Paterhi Belsar PHC, Vaishali "
630,Vaishali ,Raghopur Referal Hospital,"Raghopur Referal Hospital, Vaishali "
631,Vaishali ,Rajapakar PHC,"Rajapakar PHC, Vaishali "
632,Vaishali ,Sahdai Buzurg PHC,"Sahdai Buzurg PHC, Vaishali "
633,Vaishali ,Vaishali PHC,"Vaishali PHC, Vaishali "
634,West Champaran ,Bagaha-1 PHC,"Bagaha-1 PHC, West Champaran "
635,West Champaran ,Bagaha-2 PHC,"Bagaha-2 PHC, West Champaran "
636,West Champaran ,Bairiya PHC,"Bairiya PHC, West Champaran "
637,West Champaran ,Bakhari APHC,"Bakhari APHC, West Champaran "
638,West Champaran ,Balmiki Nagar APHC,"Balmiki Nagar APHC, West Champaran "
639,West Champaran ,Bettiah PHC,"Bettiah PHC, West Champaran "
640,West Champaran ,Bhitaha PHC,"Bhitaha PHC, West Champaran "
641,West Champaran ,Chanpatia PHC,"Chanpatia PHC, West Champaran "
642,West Champaran ,Madhubani PHC,"Madhubani PHC, West Champaran "
643,West Champaran ,Gaunaha PHC,"Gaunaha PHC, West Champaran "
644,West Champaran ,Harnatarh PHC,"Harnatarh PHC, West Champaran "
645,West Champaran ,Jogapatti PHC,"Jogapatti PHC, West Champaran "
646,West Champaran ,Lauriya PHC,"Lauriya PHC, West Champaran "
647,West Champaran ,Mainatarh PHC,"Mainatarh PHC, West Champaran "
648,West Champaran ,Majhauliya PHC,"Majhauliya PHC, West Champaran "
649,West Champaran ,Narkatiyaganj PHC,"Narkatiyaganj PHC, West Champaran "
650,West Champaran ,Nautan PHC,"Nautan PHC, West Champaran "
651,West Champaran ,Piprashi PHC,"Piprashi PHC, West Champaran "
652,West Champaran ,Ram Nagar PHC,"Ram Nagar PHC, West Champaran "
653,West Champaran ,Sikta PHC,"Sikta PHC, West Champaran "
654,West Champaran ,Thakraha PHC,"Thakraha PHC, West Champaran "
